iter	Passed	Remaining
1663	288517	188299
1664	288742	188159
1665	288954	188010
1666	289191	187879
1667	289370	187709
1668	289529	187526
1669	289697	187349
1670	289859	187168
1671	290019	186986
1672	290176	186802
1673	290332	186617
1674	290483	186429
1675	290631	186239
1676	290783	186052
1677	290936	185866
1678	291084	185677
1679	291237	185490
1680	291390	185304
1681	291543	185118
1682	291694	184930
1683	291847	184744
1684	291996	184555
1685	292147	184368
1686	292295	184178
1687	292446	183991
1688	292603	183808
1689	292759	183624
1690	292915	183440
1691	293067	183253
1692	293219	183067
1693	293367	182878
1694	293515	182689
1695	293676	182508
1696	293829	182323
1697	293978	182135
1698	294126	181946
1699	294276	181758
1700	294429	181573
1701	294575	181383
1702	294726	181197
1703	294875	181009
1704	295031	180825
1705	295183	180639
1706	295330	180451
1707	295479	180263
1708	295630	180077
1709	295788	179894
1710	295935	179705
1711	296090	179522
1712	296242	179336
1713	296396	179151
1714	296550	178967
1715	296698	178779
1716	296845	178591
1717	297002	178409
1718	297154	178223
1719	297304	178037
1720	297458	177852
1721	297611	177668
1722	297762	177482
1723	297912	177295
1724	298059	177107
1725	298208	176920
1726	298355	176732
1727	298505	176546
1728	298653	176359
1729	298811	176178
1730	298958	175990
1731	299101	175799
1732	299250	175613
1733	299401	175427
1734	299548	175240
1735	299700	175055
1736	299857	174873
1737	300005	174686
1738	300158	174502
1739	300308	174317
1740	300453	174128
1741	300607	173945
1742	300759	173760
1743	300907	173573
1744	301057	173388
1745	301206	173202
1746	301358	173017
1747	301519	172838
1748	301672	172655
1749	301821	172469
1750	301971	172284
1751	302121	172098
1752	302269	171912
1753	302423	171729
1754	302574	171545
1755	302722	171359
1756	302870	171172
1757	303019	170987
1758	303171	170803
1759	303330	170623
1760	303484	170440
1761	303637	170257
1762	303787	170072
1763	303946	169892
1764	304096	169708
1765	304249	169524
1766	304402	169342
1767	304553	169158
1768	304706	168975
1769	304859	168792
1770	305007	168606
1771	305154	168420
1772	305305	168236
1773	305465	168057
1774	305618	167875
1775	305775	167694
1776	305925	167510
1777	306079	167328
1778	306227	167142
1779	306382	166961
1780	306567	166795
1781	306739	166624
1782	306897	166444
1783	307055	166264
1784	307209	166082
1785	307357	165897
1786	307503	165711
1787	307662	165532
1788	307807	165345
1789	307959	165162
1790	308106	164977
1791	308253	164791
1792	308409	164610
1793	308557	164426
1794	308713	164246
1795	308861	164061
1796	309013	163878
1797	309168	163697
1798	309315	163512
1799	309465	163328
1800	309624	163150
1801	309773	162966
1802	309936	162789
1803	310090	162608
1804	310238	162424
1805	310390	162241
1806	310540	162058
1807	310692	161876
1808	310847	161695
1809	310999	161513
1810	311147	161329
1811	311299	161147
1812	311448	160963
1813	311595	160779
1814	311746	160596
1815	311898	160414
1816	312049	160232
1817	312199	160049
1818	312355	159869
1819	312512	159690
1820	312685	159519
1821	312837	159337
1822	312987	159155
1823	313134	158970
1824	313291	158791
1825	313438	158607
1826	313584	158423
1827	313732	158239
1828	313880	158055
1829	314029	157872
1830	314178	157689
1831	314330	157508
1832	314486	157329
1833	314633	157145
1834	314787	156964
1835	314936	156782
1836	315078	156596
1837	315209	156404
1838	315340	156212
1839	315474	156022
1840	315621	155839
1841	315755	155649
1842	315885	155457
1843	316027	155271
1844	316158	155080
1845	316293	154891
1846	316425	154700
1847	316559	154511
1848	316690	154320
1849	316819	154128
1850	316952	153938
1851	317091	153751
1852	317220	153560
1853	317351	153369
1854	317484	153179
1855	317614	152989
1856	317742	152796
1857	317871	152605
1858	318007	152417
1859	318140	152228
1860	318271	152038
1861	318404	151849
1862	318536	151659
1863	318677	151474
1864	318804	151282
1865	318935	151092
1866	319065	150902
1867	319198	150713
1868	319334	150526
1869	319473	150340
1870	319608	150152
1871	319737	149962
1872	319865	149771
1873	319993	149580
1874	320121	149389
1875	320248	149198
1876	320384	149012
1877	320513	148822
1878	320643	148632
1879	320771	148442
1880	320900	148252
1881	321033	148064
1882	321162	147874
1883	321292	147685
1884	321426	147498
1885	321570	147315
1886	321701	147127
1887	321836	146940
1888	321970	146753
1889	322100	146564
1890	322236	146378
1891	322364	146188
1892	322499	146002
1893	322628	145813
1894	322758	145624
1895	322891	145437
1896	323020	145248
1897	323147	145058
1898	323281	144872
1899	323414	144685
1900	323547	144498
1901	323679	144311
1902	323814	144125
1903	323943	143936
1904	324077	143750
1905	324207	143563
1906	324347	143379
1907	324483	143194
1908	324617	143008
1909	324751	142822
1910	324886	142637
1911	325016	142449
1912	325143	142261
1913	325269	142071
1914	325402	141885
1915	325535	141699
1916	325664	141511
1917	325795	141325
1918	325929	141140
1919	326057	140951
1920	326185	140764
1921	326316	140577
1922	326455	140394
1923	326583	140206
1924	326710	140018
1925	326844	139833
1926	326970	139645
1927	327105	139460
1928	327232	139272
1929	327362	139086
1930	327496	138901
1931	327625	138715
1932	327763	138532
1933	327893	138346
1934	328021	138158
1935	328152	137973
1936	328282	137787
1937	328410	137600
1938	328536	137412
1939	328684	137234
1940	328818	137049
1941	328953	136866
1942	329083	136680
1943	329215	136495
1944	329350	136312
1945	329482	136127
1946	329609	135940
1947	329737	135754
1948	329866	135568
1949	329999	135384
1950	330134	135201
1951	330262	135015
1952	330393	134830
1953	330527	134646
1954	330665	134465
1955	330798	134281
1956	330931	134097
1957	331065	133913
1958	331198	133730
1959	331330	133546
1960	331463	133362
1961	331592	133177
1962	331723	132993
1963	331853	132809
1964	331980	132623
1965	332109	132438
1966	332240	132254
1967	332373	132071
1968	332503	131887
1969	332640	131705
1970	332773	131522
1971	332904	131338
1972	333042	131157
1973	333175	130974
1974	333316	130795
1975	333446	130611
1976	333578	130427
1977	333716	130247
1978	333844	130062
1979	333975	129879
1980	334105	129695
1981	334233	129511
1982	334367	129329
1983	334494	129144
1984	334626	128961
1985	334753	128777
1986	334882	128593
1987	335018	128412
1988	335152	128230
1989	335283	128048
1990	335416	127865
1991	335550	127684
1992	335683	127502
1993	335815	127320
1994	335954	127140
1995	336092	126960
1996	336222	126777
1997	336350	126594
1998	336478	126410
1999	336608	126228
2000	336739	126045
2001	336867	125862
2002	337001	125681
2003	337131	125499
2004	337262	125316
2005	337392	125134
2006	337527	124954
2007	337661	124773
2008	337794	124592
2009	337923	124409
2010	338055	124228
2011	338185	124046
2012	338322	123866
2013	338449	123683
2014	338582	123502
2015	338716	123322
2016	338852	123142
2017	338980	122960
2018	339113	122779
2019	339246	122599
2020	339381	122419
2021	339507	122236
2022	339638	122054
2023	339770	121874
2024	339905	121694
2025	340038	121514
2026	340175	121335
2027	340297	121151
2028	340432	120971
2029	340573	120794
2030	340706	120614
2031	340835	120433
2032	340962	120251
2033	341100	120072
2034	341233	119892
2035	341367	119713
2036	341495	119531
2037	341629	119352
2038	341762	119172
2039	341897	118993
2040	342036	118816
2041	342171	118637
2042	342302	118457
2043	342431	118276
2044	342571	118099
2045	342703	117919
2046	342838	117740
2047	342968	117560
2048	343102	117381
2049	343227	117199
2050	343356	117019
2051	343488	116839
2052	343625	116661
2053	343755	116481
2054	343890	116303
2055	344016	116122
2056	344145	115942
2057	344276	115762
2058	344409	115583
2059	344544	115405
2060	344674	115225
2061	344807	115047
2062	344933	114866
2063	345064	114687
2064	345197	114508
2065	345329	114329
2066	345459	114150
2067	345588	113970
2068	345720	113791
2069	345854	113613
2070	345991	113437
2071	346123	113258
2072	346254	113079
2073	346387	112901
2074	346515	112721
2075	346646	112543
2076	346779	112365
2077	346908	112186
2078	347044	112009
2079	347176	111830
2080	347310	111653
2081	347438	111474
2082	347571	111296
2083	347705	111119
2084	347833	110939
2085	347958	110759
2086	348089	110581
2087	348218	110402
2088	348348	110224
2089	348480	110046
2090	348609	109867
2091	348739	109689
2092	348872	109512
2093	349015	109338
2094	349144	109159
2095	349275	108981
2096	349408	108804
2097	349542	108627
2098	349677	108451
2099	349820	108277
2100	349949	108099
2101	350076	107920
2102	350200	107741
2103	350332	107564
2104	350460	107385
2105	350586	107207
2106	350717	107029
2107	350847	106852
2108	350979	106675
2109	351111	106498
2110	351240	106320
2111	351371	106143
2112	351500	105965
2113	351632	105789
2114	351771	105614
2115	351904	105438
2116	352034	105261
2117	352163	105083
2118	352294	104906
2119	352433	104732
2120	352564	104555
2121	352698	104380
2122	352830	104203
2123	352961	104027
2124	353095	103851
2125	353227	103675
2126	353357	103498
2127	353488	103322
2128	353619	103146
2129	353752	102970
2130	353888	102795
2131	354016	102618
2132	354146	102441
2133	354275	102265
2134	354404	102088
2135	354535	101912
2136	354665	101736
2137	354796	101560
2138	354931	101385
2139	355060	101208
2140	355188	101032
2141	355325	100857
2142	355462	100684
2143	355598	100509
2144	355734	100335
2145	355868	100160
2146	356002	99985
2147	356128	99808
2148	356258	99633
2149	356386	99456
2150	356522	99282
2151	356651	99106
2152	356785	98932
2153	356917	98757
2154	357050	98582
2155	357177	98406
2156	357303	98229
2157	357432	98053
2158	357566	97879
2159	357695	97703
2160	357838	97532
2161	357975	97358
2162	358114	97185
2163	358243	97010
2164	358374	96835
2165	358505	96660
2166	358633	96485
2167	358760	96309
2168	358889	96134
2169	359019	95959
2170	359148	95783
2171	359284	95610
2172	359418	95437
2173	359552	95263
2174	359685	95089
2175	359814	94914
2176	359945	94739
2177	360074	94564
2178	360207	94391
2179	360342	94217
2180	360465	94041
2181	360596	93867
2182	360728	93693
2183	360863	93520
2184	360993	93346
2185	361122	93171
2186	361254	92997
2187	361386	92824
2188	361518	92650
2189	361649	92476
2190	361781	92302
2191	361907	92127
2192	362038	91954
2193	362169	91780
2194	362298	91606
2195	362428	91432
2196	362559	91258
2197	362691	91085
2198	362820	90911
2199	362952	90738
2200	363093	90567
2201	363218	90392
2202	363347	90218
2203	363474	90043
2204	363612	89872
2205	363746	89700
2206	363887	89529
2207	364019	89356
2208	364153	89183
2209	364285	89010
2210	364411	88836
2211	364540	88663
2212	364665	88488
2213	364791	88314
2214	364920	88141
2215	365054	87968
2216	365186	87796
2217	365318	87623
2218	365447	87450
2219	365578	87277
2220	365719	87107
2221	365856	86936
2222	365985	86763
2223	366117	86590
2224	366247	86417
2225	366377	86245
2226	366505	86072
2227	366634	85899
2228	366762	85725
2229	366892	85553
2230	367029	85382
2231	367161	85210
2232	367292	85038
2233	367421	84865
2234	367556	84694
2235	367685	84521
2236	367815	84349
2237	367943	84176
2238	368080	84005
2239	368210	83833
2240	368346	83662
2241	368477	83490
2242	368604	83318
2243	368737	83146
2244	368877	82976
2245	369014	82806
2246	369144	82634
2247	369276	82462
2248	369408	82291
2249	369547	82121
2250	369674	81949
2251	369803	81777
2252	369935	81605
2253	370061	81433
2254	370195	81262
2255	370324	81090
2256	370455	80919
2257	370583	80747
2258	370713	80575
2259	370846	80404
2260	370984	80234
2261	371121	80065
2262	371253	79894
2263	371381	79722
2264	371513	79551
2265	371642	79380
2266	371783	79210
2267	371912	79039
2268	372042	78868
2269	372175	78697
2270	372307	78527
2271	372437	78356
2272	372571	78186
2273	372696	78013
2274	372828	77843
2275	372964	77673
2276	373100	77503
2277	373229	77332
2278	373358	77161
2279	373490	76991
2280	373618	76820
2281	373747	76649
2282	373878	76478
2283	374010	76308
2284	374141	76138
2285	374272	75967
2286	374409	75798
2287	374537	75627
2288	374671	75458
2289	374800	75287
2290	374934	75117
2291	375064	74947
2292	375197	74777
2293	375329	74607
2294	375462	74438
2295	375593	74267
2296	375723	74097
2297	375855	73928
2298	375984	73757
2299	376118	73588
2300	376246	73417
2301	376375	73247
2302	376506	73077
2303	376633	72907
2304	376761	72737
2305	376895	72567
2306	377028	72398
2307	377161	72229
2308	377299	72061
2309	377431	71891
2310	377566	71723
2311	377697	71553
2312	377826	71383
2313	377957	71214
2314	378087	71044
2315	378223	70876
2316	378354	70706
2317	378484	70537
2318	378613	70367
2319	378743	70198
2320	378874	70028
2321	379004	69859
2322	379139	69691
2323	379269	69521
2324	379405	69353
2325	379532	69183
2326	379669	69015
2327	379801	68847
2328	379942	68680
2329	380076	68511
2330	380206	68342
2331	380335	68173
2332	380466	68004
2333	380599	67836
2334	380738	67668
2335	380875	67501
2336	381007	67332
2337	381142	67164
2338	381274	66995
2339	381400	66826
2340	381531	66658
2341	381660	66489
2342	381791	66320
2343	381920	66151
2344	382050	65983
2345	382180	65814
2346	382306	65645
2347	382436	65476
2348	382573	65309
2349	382699	65140
2350	382830	64972
2351	382958	64803
2352	383093	64635
2353	383225	64467
2354	383355	64299
2355	383487	64131
2356	383627	63965
2357	383759	63797
2358	383896	63630
2359	384028	63462
2360	384170	63296
2361	384305	63128
2362	384441	62961
2363	384576	62794
2364	384708	62626
2365	384855	62461
2366	384983	62293
2367	385112	62125
2368	385241	61957
2369	385369	61789
2370	385496	61620
2371	385628	61453
2372	385761	61286
2373	385889	61118
2374	386017	60950
2375	386149	60782
2376	386284	60615
2377	386421	60449
2378	386554	60282
2379	386683	60114
2380	386810	59946
2381	386937	59778
2382	387069	59611
2383	387195	59443
2384	387322	59275
2385	387450	59108
2386	387587	58941
2387	387714	58774
2388	387845	58607
2389	387971	58439
2390	388103	58272
2391	388228	58104
2392	388363	57938
2393	388494	57771
2394	388627	57604
2395	388759	57437
2396	388894	57271
2397	389018	57103
2398	389152	56937
2399	389282	56770
2400	389413	56603
2401	389542	56436
2402	389671	56269
2403	389814	56104
2404	389947	55938
2405	390076	55771
2406	390208	55605
2407	390334	55437
2408	390464	55271
2409	390592	55104
2410	390723	54937
2411	390853	54771
2412	390989	54605
2413	391123	54439
2414	391263	54274
2415	391398	54108
2416	391533	53943
2417	391665	53777
2418	391793	53610
2419	391924	53444
2420	392055	53278
2421	392181	53111
2422	392314	52945
2423	392451	52780
2424	392595	52615
2425	392729	52450
2426	392863	52284
2427	392999	52119
2428	393138	51954
2429	393279	51789
2430	393429	51626
2431	393569	51461
2432	393714	51297
2433	393856	51133
2434	394005	50969
2435	394150	50805
2436	394303	50642
2437	394451	50479
2438	394592	50315
2439	394736	50150
2440	394882	49987
2441	395025	49823
2442	395170	49659
2443	395307	49494
2444	395452	49330
2445	395592	49166
2446	395731	49001
2447	395868	48836
2448	396014	48673
2449	396153	48508
2450	396299	48344
2451	396447	48181
2452	396595	48018
2453	396741	47854
2454	396881	47690
2455	397016	47525
2456	397149	47360
2457	397282	47195
2458	397416	47030
2459	397545	46865
2460	397674	46699
2461	397805	46534
2462	397945	46370
2463	398074	46205
2464	398213	46040
2465	398354	45876
2466	398490	45712
2467	398624	45547
2468	398757	45383
2469	398891	45218
2470	399028	45054
2471	399160	44889
2472	399292	44724
2473	399428	44560
2474	399561	44395
2475	399690	44230
2476	399821	44065
2477	399953	43901
2478	400088	43737
2479	400215	43571
2480	400356	43408
2481	400488	43243
2482	400625	43079
2483	400756	42915
2484	400886	42750
2485	401018	42585
2486	401148	42421
2487	401274	42256
2488	401407	42092
2489	401541	41928
2490	401675	41763
2491	401804	41599
2492	401940	41435
2493	402082	41272
2494	402211	41107
2495	402343	40943
2496	402477	40779
2497	402607	40615
2498	402735	40450
2499	402864	40286
2500	402995	40122
2501	403124	39957
2502	403254	39793
2503	403381	39629
2504	403515	39465
2505	403648	39301
2506	403778	39137
2507	403906	38973
2508	404043	38810
2509	404177	38646
2510	404309	38482
2511	404436	38318
2512	404568	38154
2513	404705	37991
2514	404831	37827
2515	404956	37662
2516	405090	37499
2517	405219	37335
2518	405349	37171
2519	405482	37008
2520	405616	36844
2521	405745	36681
2522	405872	36517
2523	406006	36353
2524	406136	36190
2525	406264	36026
2526	406400	35863
2527	406533	35700
2528	406665	35537
2529	406794	35373
2530	406929	35210
2531	407061	35047
2532	407193	34883
2533	407335	34721
2534	407466	34558
2535	407598	34395
2536	407729	34231
2537	407860	34068
2538	407989	33905
2539	408120	33742
2540	408248	33578
2541	408376	33415
2542	408505	33252
2543	408638	33089
2544	408767	32926
2545	408892	32762
2546	409029	32600
2547	409164	32437
2548	409293	32274
2549	409422	32111
2550	409554	31948
2551	409698	31786
2552	409832	31624
2553	409964	31461
2554	410094	31298
2555	410222	31135
2556	410353	30973
2557	410483	30810
2558	410614	30647
2559	410739	30484
2560	410866	30321
2561	410996	30158
2562	411126	29996
2563	411254	29833
2564	411388	29671
2565	411521	29508
2566	411650	29346
2567	411784	29184
2568	411917	29021
2569	412058	28860
2570	412200	28698
2571	412336	28536
2572	412483	28375
2573	412623	28213
2574	412761	28051
2575	412898	27889
2576	413030	27727
2577	413182	27566
2578	413323	27405
2579	413466	27243
2580	413604	27082
2581	413739	26920
2582	413869	26758
2583	414061	26599
2584	414223	26439
2585	414372	26278
2586	414506	26116
2587	414643	25955
2588	414777	25793
2589	414914	25631
2590	415049	25470
2591	415177	25307
2592	415306	25145
2593	415432	24983
2594	415566	24821
2595	415699	24660
2596	415832	24498
2597	415961	24336
2598	416091	24174
2599	416229	24013
2600	416366	23851
2601	416507	23690
2602	416647	23529
2603	416782	23368
2604	416922	23206
2605	417062	23045
2606	417207	22884
2607	417338	22723
2608	417467	22561
2609	417597	22399
2610	417727	22238
2611	417856	22076
2612	417988	21915
2613	418116	21753
2614	418247	21592
2615	418378	21430
2616	418516	21269
2617	418654	21108
2618	418789	20947
2619	418931	20786
2620	419067	20625
2621	419198	20464
2622	419345	20303
2623	419480	20142
2624	419621	19981
2625	419764	19821
2626	419907	19660
2627	420043	19499
2628	420181	19338
2629	420317	19177
2630	420452	19017
2631	420588	18856
2632	420729	18695
2633	420875	18535
2634	421030	18375
2635	421171	18214
2636	421309	18053
2637	421441	17892
2638	421578	17732
2639	421717	17571
2640	421857	17410
2641	422007	17250
2642	422152	17090
2643	422300	16930
2644	422441	16769
2645	422585	16609
2646	422726	16449
2647	422865	16288
2648	423010	16128
2649	423148	15967
2650	423286	15807
2651	423420	15646
2652	423559	15486
2653	423698	15325
2654	423845	15165
2655	423978	15005
2656	424131	14845
2657	424279	14685
2658	424424	14525
2659	424570	14365
2660	424714	14205
2661	424860	14044
2662	424991	13884
2663	425121	13723
2664	425262	13563
2665	425402	13403
2666	425542	13243
2667	425681	13083
2668	425815	12922
2669	425947	12762
2670	426077	12602
2671	426221	12442
2672	426359	12281
2673	426498	12121
2674	426635	11961
2675	426769	11801
2676	426904	11641
2677	427037	11481
2678	427176	11321
2679	427312	11161
2680	427451	11001
2681	427585	10841
2682	427715	10680
2683	427850	10520
2684	427981	10360
2685	428111	10200
2686	428242	10040
2687	428380	9880
2688	428516	9720
2689	428644	9560
2690	428774	9400
2691	428903	9240
2692	429039	9081
2693	429169	8921
2694	429304	8761
2695	429440	8601
2696	429576	8441
2697	429710	8282
2698	429845	8122
2699	429993	7962
2700	430135	7803
2701	430268	7643
2702	430403	7483
2703	430542	7324
2704	430682	7164
2705	430812	7005
2706	430946	6845
2707	431084	6685
2708	431217	6526
2709	431353	6366
2710	431493	6207
2711	431622	6047
2712	431761	5888
2713	431893	5728
2714	432027	5569
2715	432165	5410
2716	432313	5250
2717	432448	5091
2718	432592	4932
2719	432729	4772
2720	432860	4613
2721	432999	4454
2722	433134	4294
2723	433273	4135
2724	433412	3976
2725	433551	3817
2726	433699	3657
2727	433837	3498
2728	433965	3339
2729	434103	3180
2730	434234	3021
2731	434379	2861
2732	434516	2702
2733	434654	2543
2734	434794	2384
2735	434940	2225
2736	435084	2066
2737	435222	1907
2738	435362	1748
2739	435502	1589
2740	435648	1430
2741	435780	1271
2742	435924	1112
2743	436060	953
2744	436192	794
2745	436350	635
2746	436515	476
2747	436666	317
2748	436827	158
2749	436976	0
