iter	Passed	Remaining
399	70390	413543
400	70561	413337
401	70734	413147
402	70886	412829
403	71057	412628
404	71223	412391
405	71403	412239
406	71576	412049
407	71743	411819
408	71924	411673
409	72105	411527
410	72283	411363
411	72464	411215
412	72633	411000
413	72809	410826
414	72989	410678
415	73173	410544
416	73370	410489
417	73553	410353
418	73753	410310
419	73944	410215
420	74141	410154
421	74336	410083
422	74532	410016
423	74722	409917
424	74926	409891
425	75112	409769
426	75310	409711
427	75517	409697
428	75714	409633
429	75917	409599
430	76116	409545
431	76317	409501
432	76521	409467
433	76720	409413
434	76938	409452
435	77138	409398
436	77342	409367
437	77532	409259
438	77735	409217
439	77940	409186
440	78140	409129
441	78331	409024
442	78532	408973
443	78719	408846
444	78919	408786
445	79119	408725
446	79315	408642
447	79515	408583
448	79720	408544
449	79913	408448
450	80111	408374
451	80312	408316
452	80521	408296
453	80712	408183
454	80908	408097
455	81108	408035
456	81306	407957
457	81541	408065
458	81811	408343
459	82068	408557
460	82294	408616
461	82501	408577
462	82696	408483
463	82881	408333
464	83103	408370
465	83294	408248
466	83485	408131
467	83654	407905
468	83822	407675
469	83983	407410
470	84151	407179
471	84316	406933
472	84510	406831
473	84683	406626
474	84866	406465
475	85087	406490
476	85259	406276
477	85442	406121
478	85643	406044
479	85843	405969
480	86036	405857
481	86224	405720
482	86425	405647
483	86630	405586
484	86831	405510
485	87043	405488
486	87265	405508
487	87479	405491
488	87694	405475
489	87906	405447
490	88129	405467
491	88336	405415
492	88550	405394
493	88764	405370
494	88977	405341
495	89173	405234
496	89382	405190
497	89578	405083
498	89796	405073
499	90040	405180
500	90249	405131
501	90437	404988
502	90637	404894
503	90837	404802
504	91033	404693
505	91249	404671
506	91448	404574
507	91656	404514
508	91860	404440
509	92073	404402
510	92281	404342
511	92483	404252
512	92693	404202
513	92897	404122
514	93102	404048
515	93317	404012
516	93532	403978
517	93740	403914
518	93972	403955
519	94214	404036
520	94414	403935
521	94617	403848
522	94836	403824
523	95033	403711
524	95239	403632
525	95439	403530
526	95647	403460
527	95863	403424
528	96061	403312
529	96269	403240
530	96481	403188
531	96689	403115
532	96897	403041
533	97099	402945
534	97313	402897
535	97521	402823
536	97737	402781
537	97938	402676
538	98153	402628
539	98359	402547
540	98566	402462
541	98776	402396
542	98988	402336
543	99193	402245
544	99406	402187
545	99617	402120
546	99819	402013
547	100029	401942
548	100246	401900
549	100446	401786
550	100658	401722
551	100865	401635
552	101070	401541
553	101260	401385
554	101464	401288
555	101677	401223
556	101888	401153
557	102100	401082
558	102310	401007
559	102490	400811
560	102677	400644
561	102851	400425
562	103023	400201
563	103200	399993
564	103378	399792
565	103550	399566
566	103732	399378
567	103937	399279
568	104144	399189
569	104349	399091
570	104560	399013
571	104774	398947
572	104977	398840
573	105178	398726
574	105394	398665
575	105601	398571
576	105814	398500
577	106045	398496
578	106239	398351
579	106443	398244
580	106654	398164
581	106866	398086
582	107077	398005
583	107272	397861
584	107484	397784
585	107689	397678
586	107899	397593
587	108125	397563
588	108336	397480
589	108559	397436
590	108766	397338
591	108977	397251
592	109186	397158
593	109381	397013
594	109592	396926
595	109784	396772
596	109983	396641
597	110179	396498
598	110380	396375
599	110596	396305
600	110802	396199
601	111005	396078
602	111212	395977
603	111423	395885
604	111640	395817
605	111842	395692
606	112039	395551
607	112224	395369
608	112419	395221
609	112613	395068
610	112809	394925
611	113021	394835
612	113227	394726
613	113418	394563
614	113635	394490
615	113859	394442
616	114063	394323
617	114279	394246
618	114487	394140
619	114699	394048
620	114897	393908
621	115109	393815
622	115320	393718
623	115512	393558
624	115724	393463
625	115931	393353
626	116136	393235
627	116377	393236
628	116595	393162
629	116809	393073
630	117025	392988
631	117238	392895
632	117455	392817
633	117670	392730
634	117866	392579
635	118073	392464
636	118296	392401
637	118521	392347
638	118720	392204
639	118931	392101
640	119141	391997
641	119349	391881
642	119561	391781
643	119770	391670
644	119974	391544
645	120191	391460
646	120390	391317
647	120594	391188
648	120800	391066
649	120999	390920
650	121212	390821
651	121406	390659
652	121609	390529
653	121825	390437
654	122035	390326
655	122238	390194
656	122437	390047
657	122650	389946
658	122867	389858
659	123071	389727
660	123270	389580
661	123479	389462
662	123693	389363
663	123900	389242
664	124103	389107
665	124314	388995
666	124516	388857
667	124705	388678
668	124910	388546
669	125125	388449
670	125334	388331
671	125538	388198
672	125735	388041
673	125939	387908
674	126135	387749
675	126342	387625
676	126543	387480
677	126755	387371
678	126960	387237
679	127151	387063
680	127354	386926
681	127552	386772
682	127767	386668
683	127973	386540
684	128178	386405
685	128392	386299
686	128596	386163
687	128796	386014
688	129001	385879
689	129194	385709
690	129416	385627
691	129616	385476
692	129824	385352
693	130016	385178
694	130222	385045
695	130419	384888
696	130617	384730
697	130826	384606
698	131046	384514
699	131248	384369
700	131458	384248
701	131666	384121
702	131843	383902
703	132031	383717
704	132221	383537
705	132397	383316
706	132578	383110
707	132759	382902
708	132933	382675
709	133129	382512
710	133319	382331
711	133505	382141
712	133688	381941
713	133878	381758
714	134073	381594
715	134267	381425
716	134453	381231
717	134645	381059
718	134837	380882
719	135034	380721
720	135229	380555
721	135426	380393
722	135611	380199
723	135810	380044
724	136004	379873
725	136197	379703
726	136400	379556
727	136591	379378
728	136780	379196
729	136968	379009
730	137159	378831
731	137357	378670
732	137549	378495
733	137720	378262
734	137925	378121
735	138127	377975
736	138332	377834
737	138535	377686
738	138723	377501
739	138917	377330
740	139089	377098
741	139262	376872
742	139441	376660
743	139619	376446
744	139805	376255
745	139982	376038
746	140161	375828
747	140333	375597
748	140518	375403
749	140689	375171
750	140865	374954
751	141042	374738
752	141227	374543
753	141406	374334
754	141580	374109
755	141753	373884
756	141927	373661
757	142095	373421
758	142263	373183
759	142449	372993
760	142629	372785
761	142804	372565
762	142981	372352
763	143143	372098
764	143304	371842
765	143474	371610
766	143645	371379
767	143824	371171
768	144026	371023
769	144234	370888
770	144444	370758
771	144644	370603
772	144834	370423
773	145029	370255
774	145219	370076
775	145431	369950
776	145620	369767
777	145799	369557
778	145982	369360
779	146157	369140
780	146343	368951
781	146523	368744
782	146701	368534
783	146874	368311
784	147059	368117
785	147232	367895
786	147418	367703
787	147591	367480
788	147780	367296
789	147954	367076
790	148132	366867
791	148316	366671
792	148495	366463
793	148673	366254
794	148847	366033
795	149013	365793
796	149192	365586
797	149362	365358
798	149536	365139
799	149704	364905
800	149869	364662
801	150033	364420
802	150223	364239
803	150400	364028
804	150572	363805
805	150756	363612
806	150940	363416
807	151159	363307
808	151380	363201
809	151626	363154
810	151879	363125
811	152121	363069
812	152417	363138
813	152653	363066
814	152882	362979
815	153097	362855
816	153314	362737
817	153552	362669
818	153776	362567
819	154031	362537
820	154252	362427
821	154472	362315
822	154689	362195
823	154875	362002
824	155134	361981
825	155387	361944
826	155616	361851
827	155821	361702
828	156027	361553
829	156230	361400
830	156437	361255
831	156625	361065
832	156819	360891
833	157019	360730
834	157238	360611
835	157441	360457
836	157651	360319
837	157857	360171
838	158051	359996
839	158290	359922
840	158511	359807
841	158724	359675
842	158956	359584
843	159164	359439
844	159362	359272
845	159561	359107
846	159764	358952
847	159966	358793
848	160168	358633
849	160371	358476
850	160574	358319
851	160785	358181
852	160997	358043
853	161212	357913
854	161424	357777
855	161616	357595
856	161813	357425
857	162014	357263
858	162222	357116
859	162430	356968
860	162630	356805
861	162834	356648
862	163034	356484
863	163224	356299
864	163425	356136
865	163620	355959
866	163824	355803
867	164035	355662
868	164238	355502
869	164452	355369
870	164669	355239
871	164883	355104
872	165097	354968
873	165313	354837
874	165542	354733
875	165766	354619
876	165993	354511
877	166219	354399
878	166424	354244
879	166618	354063
880	166831	353924
881	166975	353638
882	167184	353491
883	167397	353352
884	167615	353223
885	167817	353060
886	168028	352916
887	168254	352804
888	168497	352727
889	168699	352562
890	168953	352508
891	169174	352382
892	169450	352373
893	169707	352322
894	169969	352282
895	170213	352205
896	170478	352169
897	170723	352093
898	170967	352013
899	171213	351938
900	171459	351862
901	171702	351781
902	171941	351690
903	172185	351608
904	172474	351618
905	172726	351554
906	172985	351502
907	173250	351461
908	173474	351338
909	173714	351246
910	173936	351118
911	174145	350963
912	174365	350832
913	174598	350724
914	174827	350611
915	175052	350487
916	175276	350361
917	175495	350225
918	175718	350098
919	175954	349995
920	176169	349851
921	176397	349734
922	176602	349570
923	176835	349459
924	177070	349355
925	177285	349210
926	177507	349079
927	177756	349000
928	177988	348888
929	178197	348730
930	178398	348556
931	178615	348415
932	178822	348253
933	179017	348067
934	179218	347895
935	179416	347715
936	179622	347551
937	179836	347403
938	180031	347217
939	180216	347013
940	180397	346799
941	180561	346555
942	180745	346348
943	180928	346140
944	181110	345931
945	181293	345722
946	181466	345496
947	181635	345260
948	181803	345023
949	181979	344803
950	182160	344592
951	182330	344358
952	182504	344134
953	182681	343915
954	182843	343669
955	183026	343462
956	183206	343248
957	183374	343013
958	183550	342792
959	183719	342560
960	183880	342311
961	184063	342104
962	184234	341875
963	184409	341655
964	184573	341413
965	184756	341207
966	184928	340979
967	185096	340746
968	185260	340504
969	185441	340293
970	185618	340077
971	185798	339866
972	185982	339661
973	186154	339435
974	186326	339209
975	186505	338995
976	186707	338825
977	186860	338565
978	187005	338291
979	187137	337993
980	187266	337689
981	187401	337399
982	187531	337099
983	187665	336805
984	187790	336497
985	187917	336192
986	188043	335886
987	188168	335580
988	188294	335274
989	188426	334981
990	188553	334678
991	188683	334381
992	188809	334076
993	188934	333771
994	189059	333467
995	189183	333160
996	189309	332857
997	189434	332555
998	189564	332259
999	189689	331955
1000	189816	331657
1001	189945	331361
1002	190072	331064
1003	190196	330760
1004	190321	330458
1005	190447	330159
1006	190581	329875
1007	190709	329578
1008	190834	329279
1009	190960	328980
1010	191088	328687
1011	191213	328388
1012	191353	328115
1013	191510	327871
1014	191656	327609
1015	191782	327314
1016	191923	327043
1017	192061	326769
1018	192202	326499
1019	192345	326232
1020	192486	325963
1021	192626	325694
1022	192766	325423
1023	192903	325148
1024	193047	324884
1025	193183	324608
1026	193319	324331
1027	193456	324059
1028	193602	323800
1029	193731	323513
1030	193862	323229
1031	193991	322943
1032	194121	322659
1033	194262	322393
1034	194397	322117
1035	194537	321850
1036	194673	321577
1037	194812	321309
1038	194957	321051
1039	195094	320780
1040	195232	320510
1041	195369	320241
1042	195497	319955
1043	195625	319671
1044	195752	319385
1045	195873	319090
1046	195997	318800
1047	196125	318516
1048	196249	318227
1049	196378	317945
1050	196503	317658
1051	196630	317375
1052	196762	317099
1053	196888	316815
1054	197026	316549
1055	197164	316284
1056	197300	316016
1057	197437	315750
1058	197578	315490
1059	197719	315231
1060	197864	314978
1061	198003	314716
1062	198145	314461
1063	198285	314200
1064	198425	313940
1065	198562	313676
1066	198690	313397
1067	198817	313119
1068	198945	312841
1069	199078	312571
1070	199205	312293
1071	199340	312026
1072	199477	311765
1073	199614	311502
1074	199745	311231
1075	199883	310971
1076	200017	310705
1077	200151	310439
1078	200284	310172
1079	200414	309900
1080	200542	309626
1081	200670	309350
1082	200794	309071
1083	200924	308800
1084	201059	308538
1085	201185	308261
1086	201315	307991
1087	201444	307721
1088	201569	307443
1089	201694	307168
1090	201822	306896
1091	201945	306616
1092	202070	306340
1093	202197	306069
1094	202332	305808
1095	202467	305548
1096	202596	305280
1097	202727	305015
1098	202859	304750
1099	202988	304482
1100	203113	304209
1101	203241	303939
1102	203368	303669
1103	203496	303400
1104	203626	303136
1105	203756	302871
1106	203880	302597
1107	204014	302338
1108	204139	302067
1109	204276	301814
1110	204407	301552
1111	204536	301286
1112	204662	301017
1113	204789	300750
1114	204925	300496
1115	205055	300233
1116	205186	299972
1117	205323	299720
1118	205457	299465
1119	205583	299197
1120	205710	298931
1121	205835	298662
1122	205964	298401
1123	206089	298133
1124	206226	297882
1125	206351	297614
1126	206482	297357
1127	206614	297100
1128	206751	296850
1129	206887	296599
1130	207028	296357
1131	207161	296102
1132	207298	295853
1133	207427	295593
1134	207559	295338
1135	207697	295091
1136	207822	294826
1137	207948	294563
1138	208080	294308
1139	208215	294058
1140	208345	293801
1141	208469	293537
1142	208598	293279
1143	208733	293030
1144	208864	292775
1145	208989	292512
1146	209122	292261
1147	209250	292002
1148	209382	291750
1149	209512	291496
1150	209638	291235
1151	209763	290974
1152	209891	290717
1153	210012	290450
1154	210136	290188
1155	210263	289930
1156	210395	289680
1157	210522	289423
1158	210651	289168
1159	210788	288925
1160	210914	288667
1161	211037	288406
1162	211166	288151
1163	211292	287894
1164	211418	287638
1165	211548	287386
1166	211673	287128
1167	211796	286867
1168	211917	286605
1169	212044	286350
1170	212170	286095
1171	212295	285837
1172	212421	285582
1173	212549	285330
1174	212673	285072
1175	212796	284813
1176	212921	284559
1177	213050	284309
1178	213175	284053
1179	213304	283803
1180	213427	283546
1181	213551	283289
1182	213679	283039
1183	213802	282782
1184	213938	282543
1185	214060	282285
1186	214184	282030
1187	214310	281778
1188	214448	281542
1189	214573	281290
1190	214705	281046
1191	214835	280799
1192	214961	280548
1193	215093	280305
1194	215226	280065
1195	215356	279819
1196	215486	279574
1197	215615	279328
1198	215740	279077
1199	215867	278828
1200	215992	278578
1201	216115	278325
1202	216244	278080
1203	216375	277837
1204	216505	277594
1205	216637	277352
1206	216774	277119
1207	216908	276881
1208	217037	276637
1209	217163	276389
1210	217294	276149
1211	217423	275904
1212	217559	275670
1213	217692	275433
1214	217825	275195
1215	217952	274950
1216	218088	274716
1217	218225	274483
1218	218350	274236
1219	218470	273983
1220	218600	273742
1221	218729	273501
1222	218867	273271
1223	218992	273024
1224	219118	272780
1225	219248	272541
1226	219375	272297
1227	219501	272053
1228	219623	271803
1229	219752	271563
1230	219880	271322
1231	220004	271077
1232	220133	270836
1233	220257	270592
1234	220384	270349
1235	220512	270109
1236	220638	269867
1237	220764	269625
1238	220893	269386
1239	221016	269140
1240	221140	268897
1241	221268	268657
1242	221396	268418
1243	221519	268173
1244	221644	267931
1245	221768	267688
1246	221897	267451
1247	222024	267212
1248	222149	266970
1249	222274	266729
1250	222400	266490
1251	222529	266253
1252	222651	266009
1253	222777	265769
1254	222903	265530
1255	223026	265287
1256	223151	265048
1257	223278	264810
1258	223405	264572
1259	223530	264333
1260	223652	264091
1261	223780	263854
1262	223904	263615
1263	224029	263376
1264	224156	263140
1265	224282	262902
1266	224412	262670
1267	224544	262440
1268	224676	262211
1269	224803	261976
1270	224932	261743
1271	225056	261503
1272	225179	261265
1273	225309	261034
1274	225441	260804
1275	225565	260567
1276	225690	260330
1277	225815	260094
1278	225944	259862
1279	226067	259624
1280	226190	259386
1281	226315	259150
1282	226445	258920
1283	226568	258683
1284	226694	258449
1285	226818	258212
1286	226944	257979
1287	227072	257747
1288	227198	257514
1289	227324	257282
1290	227452	257050
1291	227580	256820
1292	227703	256585
1293	227832	256355
1294	227958	256123
1295	228081	255888
1296	228209	255657
1297	228337	255428
1298	228463	255196
1299	228586	254962
1300	228714	254733
1301	228837	254497
1302	228960	254263
1303	229085	254032
1304	229209	253799
1305	229337	253570
1306	229462	253339
1307	229587	253108
1308	229716	252881
1309	229845	252654
1310	229976	252430
1311	230109	252208
1312	230246	251990
1313	230375	251764
1314	230497	251531
1315	230626	251305
1316	230753	251078
1317	230877	250847
1318	231002	250617
1319	231126	250386
1320	231251	250158
1321	231375	249927
1322	231498	249696
1323	231626	249470
1324	231753	249244
1325	231881	249018
1326	232015	248800
1327	232147	248579
1328	232278	248357
1329	232410	248137
1330	232539	247913
1331	232669	247692
1332	232806	247476
1333	232933	247252
1334	233062	247028
1335	233186	246800
1336	233311	246574
1337	233439	246350
1338	233569	246129
1339	233698	245906
1340	233822	245679
1341	233955	245461
1342	234092	245247
1343	234221	245025
1344	234361	244815
1345	234487	244592
1346	234620	244374
1347	234750	244154
1348	234879	243933
1349	235012	243717
1350	235134	243488
1351	235261	243265
1352	235396	243051
1353	235538	242845
1354	235679	242636
1355	235809	242417
1356	235943	242203
1357	236073	241984
1358	236209	241771
1359	236338	241552
1360	236467	241332
1361	236588	241105
1362	236720	240888
1363	236849	240669
1364	236976	240449
1365	237101	240225
1366	237231	240008
1367	237368	239797
1368	237504	239585
1369	237628	239363
1370	237751	239138
1371	237889	238929
1372	238015	238709
1373	238146	238493
1374	238277	238277
1375	238418	238071
1376	238565	237872
1377	238699	237660
1378	238831	237446
1379	238960	237229
1380	239122	237044
1381	239265	236841
1382	239399	236630
1383	239525	236410
1384	239657	236196
1385	239793	235987
1386	239922	235771
1387	240053	235557
1388	240190	235349
1389	240319	235132
1390	240508	234975
1391	240704	234825
1392	240883	234658
1393	241055	234484
1394	241229	234312
1395	241409	234146
1396	241571	233962
1397	241747	233792
1398	241922	233621
1399	242109	233462
1400	242290	233297
1401	242466	233127
1402	242635	232950
1403	242814	232783
1404	242987	232611
1405	243160	232437
1406	243312	232244
1407	243486	232073
1408	243655	231896
1409	243831	231726
1410	244006	231555
1411	244173	231376
1412	244347	231205
1413	244520	231032
1414	244691	230857
1415	244871	230691
1416	245036	230510
1417	245197	230326
1418	245358	230142
1419	245524	229963
1420	245683	229776
1421	245844	229592
1422	246010	229413
1423	246173	229231
1424	246333	229047
1425	246501	228869
1426	246663	228686
1427	246830	228508
1428	247002	228335
1429	247219	228202
1430	247401	228038
1431	247605	227893
1432	247830	227768
1433	248023	227614
1434	248232	227474
1435	248423	227317
1436	248595	227144
1437	248774	226976
1438	248957	226812
1439	249139	226647
1440	249320	226482
1441	249506	226320
1442	249685	226152
1443	249869	225990
1444	250036	225811
1445	250216	225644
1446	250386	225469
1447	250563	225299
1448	250738	225128
1449	250910	224954
1450	251084	224782
1451	251258	224609
1452	251433	224438
1453	251607	224266
1454	251780	224093
1455	251952	223919
1456	252141	223760
1457	252318	223590
1458	252483	223410
1459	252651	223232
1460	252814	223050
1461	252974	222866
1462	253134	222682
1463	253307	222509
1464	253473	222329
1465	253651	222161
1466	253818	221983
1467	253991	221810
1468	254155	221629
1469	254317	221446
1470	254475	221260
1471	254646	221085
1472	254815	220909
1473	254996	220743
1474	255168	220569
1475	255344	220399
1476	255519	220227
1477	255693	220055
1478	255870	219885
1479	256028	219700
1480	256202	219528
1481	256365	219346
1482	256524	219161
1483	256694	218985
1484	256869	218814
1485	257047	218645
1486	257223	218475
1487	257390	218297
1488	257562	218123
1489	257736	217951
1490	257913	217781
1491	258088	217610
1492	258262	217439
1493	258425	217257
1494	258586	217074
1495	258739	216884
1496	258919	216717
1497	259088	216540
1498	259262	216368
1499	259429	216191
1500	259600	216016
1501	259768	215839
1502	259927	215655
1503	260098	215480
1504	260262	215300
1505	260437	215128
1506	260589	214939
1507	260757	214761
1508	260919	214579
1509	261087	214403
1510	261258	214228
1511	261434	214058
1512	261606	213884
1513	261782	213714
1514	261960	213545
1515	262140	213378
1516	262308	213201
1517	262480	213027
1518	262655	212856
1519	262829	212684
1520	262999	212508
1521	263171	212335
1522	263341	212160
1523	263503	211978
1524	263667	211798
1525	263829	211616
1526	263991	211435
1527	264157	211256
1528	264328	211082
1529	264498	210907
1530	264668	210732
1531	264834	210553
1532	265012	210385
1533	265185	210212
1534	265354	210035
1535	265522	209859
1536	265704	209693
1537	265890	209531
1538	266058	209354
1539	266235	209185
1540	266403	209008
1541	266578	208837
1542	266765	208675
1543	266929	208495
1544	267097	208318
1545	267272	208147
1546	267449	207977
1547	267625	207807
1548	267793	207630
1549	267972	207462
1550	268155	207297
1551	268352	207142
1552	268545	206985
1553	268738	206828
1554	268925	206666
1555	269115	206506
1556	269298	206340
1557	269500	206190
1558	269705	206042
1559	269910	205893
1560	270102	205734
1561	270297	205578
1562	270490	205420
1563	270682	205261
1564	270881	205108
1565	271082	204956
1566	271291	204810
1567	271483	204651
1568	271677	204494
1569	271870	204335
1570	272069	204182
1571	272260	204022
1572	272448	203860
1573	272637	203698
1574	272825	203536
1575	273011	203372
1576	273195	203207
1577	273391	203051
1578	273582	202890
1579	273783	202738
1580	274012	202606
1581	274215	202454
1582	274409	202296
1583	274616	202148
1584	274814	201992
1585	275007	201834
1586	275209	201681
1587	275406	201525
1588	275600	201366
1589	275807	201218
1590	276011	201066
1591	276215	200915
1592	276436	200776
1593	276634	200620
1594	276846	200474
1595	277030	200308
1596	277213	200142
1597	277382	199965
1598	277554	199790
1599	277720	199611
1600	277884	199431
1601	278049	199251
1602	278215	199072
1603	278389	198899
1604	278553	198719
1605	278734	198550
1606	278905	198375
1607	279084	198205
1608	279263	198035
1609	279438	197863
1610	279609	197688
1611	279788	197518
1612	279969	197349
1613	280162	197190
1614	280360	197033
1615	280559	196877
1616	280734	196705
1617	280913	196535
1618	281071	196351
1619	281236	196171
1620	281409	195997
1621	281566	195811
1622	281717	195622
1623	281864	195430
1624	282020	195245
1625	282182	195063
1626	282334	194874
1627	282480	194682
1628	282636	194497
1629	282790	194310
1630	282956	194131
1631	283120	193951
1632	283261	193755
1633	283404	193561
1634	283548	193367
1635	283700	193180
1636	283872	193005
1637	284044	192830
1638	284206	192650
1639	284368	192468
1640	284536	192292
1641	284695	192109
1642	284858	191928
1643	285024	191749
1644	285195	191575
1645	285366	191400
1646	285531	191221
1647	285697	191042
1648	285858	190861
1649	286022	190681
1650	286179	190497
1651	286338	190314
1652	286510	190140
1653	286680	189964
1654	286843	189784
1655	287012	189608
1656	287182	189432
1657	287343	189251
1658	287510	189074
1659	287664	188887
1660	287821	188704
1661	287992	188529
1662	288241	188405
