iter	RMSE
1593	0.8248069115
1594	0.8247143609
1595	0.8246426566
1596	0.8243338953
1597	0.8242716247
1598	0.8241175305
1599	0.8240702215
1600	0.8238247359
1601	0.8237433253
1602	0.8236601507
1603	0.8234718118
1604	0.8234629606
1605	0.823446848
1606	0.8231460137
1607	0.8225351456
1608	0.8224814617
1609	0.8224559221
1610	0.8224423871
1611	0.8224389858
1612	0.8221534321
1613	0.8221432628
1614	0.8217588138
1615	0.8215428838
1616	0.8215273346
1617	0.8215033604
1618	0.8214522604
1619	0.8214441134
1620	0.8213424465
1621	0.8209337183
1622	0.8208129936
1623	0.8207534547
1624	0.8207383951
1625	0.8207128418
1626	0.8206383255
1627	0.8206255843
1628	0.8201273178
1629	0.8200159611
1630	0.8198938667
1631	0.8195506615
1632	0.8195150236
1633	0.8194349007
1634	0.8193537331
1635	0.8193475092
1636	0.8193084476
1637	0.8191401089
1638	0.8190276623
1639	0.818949632
1640	0.8187560602
1641	0.8185773513
1642	0.8184579694
1643	0.8184388344
1644	0.8183996758
1645	0.8182392802
1646	0.818038767
1647	0.8179123617
1648	0.8178661627
1649	0.8176201929
1650	0.8173885254
1651	0.8173751313
1652	0.8169487928
1653	0.8167114282
1654	0.8166797035
1655	0.8165961842
1656	0.8160345082
1657	0.8159608704
1658	0.8158703751
1659	0.8158118562
1660	0.8155681305
1661	0.8153266559
1662	0.8150098918
1663	0.8149841252
1664	0.8149278893
1665	0.81483086
1666	0.8146439565
1667	0.8146395205
1668	0.8146373446
1669	0.814180598
1670	0.8139180664
1671	0.8139035337
1672	0.8138596603
1673	0.8134143931
1674	0.8133719983
1675	0.8133493787
1676	0.8129467279
1677	0.8129378909
1678	0.8129212422
1679	0.812873607
1680	0.8128316559
1681	0.8126865164
1682	0.8126123418
1683	0.8125969906
1684	0.8124464018
1685	0.8122936732
1686	0.8122688258
1687	0.8121986262
1688	0.8117413293
1689	0.8116976608
1690	0.8116034488
1691	0.8114438519
1692	0.8110655883
1693	0.8109657363
1694	0.8109485766
1695	0.8103739879
1696	0.8101427068
1697	0.809751431
1698	0.8096227285
1699	0.8096147896
1700	0.8095658859
1701	0.8095385282
1702	0.8095070095
1703	0.8093798046
1704	0.8093452682
1705	0.8091653086
1706	0.8091602595
1707	0.8090458868
1708	0.8090004197
1709	0.8087528179
1710	0.8087444787
1711	0.8087339276
1712	0.8086463303
1713	0.8085775059
1714	0.808023643
1715	0.8079021893
1716	0.8076710781
1717	0.8075547474
1718	0.8075176103
1719	0.807487632
1720	0.8074726497
1721	0.8073781741
1722	0.8072317677
1723	0.8071416946
1724	0.8071172073
1725	0.8070995452
1726	0.8070565635
1727	0.8070046984
1728	0.8069980623
1729	0.8069758064
1730	0.8065750142
1731	0.8065710909
1732	0.8065568
1733	0.8064613545
1734	0.8063106335
1735	0.8060407256
1736	0.8056176616
1737	0.8056053743
1738	0.805525741
1739	0.8055169708
1740	0.8055077535
1741	0.8049736381
1742	0.8048488563
1743	0.8047862957
1744	0.8047546425
1745	0.8047496544
1746	0.8046254705
1747	0.8044678408
1748	0.8044260902
1749	0.804374621
1750	0.8041137503
1751	0.8036411486
1752	0.8033899448
1753	0.8032432524
1754	0.8030128466
1755	0.8029601593
1756	0.8028137524
1757	0.8027472577
1758	0.8027144605
1759	0.8026479339
1760	0.8023358275
1761	0.8019769442
1762	0.8019647489
1763	0.8016599455
1764	0.8014096006
1765	0.8013198404
1766	0.8011250671
1767	0.8009697599
1768	0.8009237081
1769	0.8006862579
1770	0.8005898985
1771	0.8002953564
1772	0.7998989749
1773	0.7998293418
1774	0.799663429
1775	0.7995439718
1776	0.7995408026
1777	0.7993735232
1778	0.7993264129
1779	0.7993101938
1780	0.7990435825
1781	0.7989381974
1782	0.7987074041
1783	0.7986075948
1784	0.7985668306
1785	0.798562434
1786	0.798466528
1787	0.7983273555
1788	0.798254177
1789	0.7979978735
1790	0.797981039
1791	0.7979702318
1792	0.7977906949
1793	0.7975056903
1794	0.7973844633
1795	0.7972382838
1796	0.7970175148
1797	0.7967784034
1798	0.7967115433
1799	0.7965867076
1800	0.7961409436
1801	0.7961079755
1802	0.796055647
1803	0.795815375
1804	0.7958077211
1805	0.7957811232
1806	0.795629203
1807	0.79521228
1808	0.7951998403
1809	0.7951903017
1810	0.7950338742
1811	0.7950006881
1812	0.7949560063
1813	0.794890827
1814	0.7946266375
1815	0.7945387761
1816	0.7944871428
1817	0.7944438482
1818	0.793942245
1819	0.7938855451
1820	0.7937542016
1821	0.7936100116
1822	0.7935901186
1823	0.7935557706
1824	0.7931105863
1825	0.7930966041
1826	0.7930885968
1827	0.7929851062
1828	0.7929784824
1829	0.7925369385
1830	0.7925302582
1831	0.7920677014
1832	0.7919128799
1833	0.7919044569
1834	0.7918657694
1835	0.7914806783
1836	0.7913856305
1837	0.791354449
1838	0.7913267062
1839	0.7913177267
1840	0.7906396119
1841	0.7904448004
1842	0.7904125515
1843	0.7901798275
1844	0.7901527283
1845	0.7898929421
1846	0.7898508905
1847	0.7898387817
1848	0.7895161547
1849	0.7894748761
1850	0.7894575402
1851	0.7893381622
1852	0.7891756914
1853	0.7890429123
1854	0.7890245769
1855	0.7890199479
1856	0.7888882614
1857	0.7888541724
1858	0.7884812065
1859	0.788385402
1860	0.7881946658
1861	0.788121978
1862	0.787991144
1863	0.7879013221
1864	0.7878924515
1865	0.787835813
1866	0.7877892127
1867	0.7877545545
1868	0.7877338094
1869	0.787684375
1870	0.7876004738
1871	0.7872687552
1872	0.7871143505
1873	0.7870595654
1874	0.7870503314
1875	0.7869344814
1876	0.7864523238
1877	0.7864381253
1878	0.7863071933
1879	0.7862397283
1880	0.7862359639
1881	0.786230175
1882	0.7861974945
1883	0.7860310809
1884	0.785523518
1885	0.7850919928
1886	0.785055816
1887	0.7842714102
1888	0.7841744724
1889	0.7839770749
1890	0.7839361017
1891	0.7838983516
1892	0.7838726793
1893	0.7837531728
1894	0.7835674403
1895	0.7833894495
1896	0.783358495
1897	0.7832285163
1898	0.783094162
1899	0.7828055831
1900	0.7826786481
1901	0.7826080715
1902	0.7819215896
1903	0.7819074368
1904	0.7818936412
1905	0.7817612477
1906	0.7812800774
1907	0.781255628
1908	0.7809882629
1909	0.7808582583
1910	0.78078684
1911	0.780770518
1912	0.7807457887
1913	0.7807226451
1914	0.7805107766
1915	0.7804497645
1916	0.7803990732
1917	0.7803318622
1918	0.7803189785
1919	0.7803183083
1920	0.7802703752
1921	0.7802357084
1922	0.7801735353
1923	0.7801560554
1924	0.7801029551
1925	0.7800618387
1926	0.7800390142
1927	0.7797212357
1928	0.7795616578
1929	0.7795470609
1930	0.7794315132
1931	0.7791935869
1932	0.7791222761
1933	0.7790384934
1934	0.7790324981
1935	0.7790154705
1936	0.7790063024
1937	0.7790010684
1938	0.7789223099
1939	0.7786502427
1940	0.778616703
1941	0.7785164783
1942	0.7782917304
1943	0.7781602566
1944	0.7780277616
1945	0.7780050677
1946	0.7779757015
1947	0.7779605394
1948	0.7779536312
1949	0.7778257031
1950	0.7776779706
1951	0.7776196384
1952	0.7775234205
1953	0.7775055382
1954	0.7771729415
1955	0.7770724983
1956	0.7766878621
1957	0.7766343934
1958	0.7766157675
1959	0.7765790069
1960	0.77653757
1961	0.776529936
1962	0.7764226838
1963	0.7763930295
1964	0.7763796117
1965	0.7763290397
1966	0.7763152973
1967	0.7762894414
1968	0.7762344167
1969	0.7760404051
1970	0.7758450753
1971	0.7757396189
1972	0.7755579845
1973	0.7755449146
1974	0.7755394685
1975	0.7754234392
1976	0.7754069787
1977	0.7753468815
1978	0.7753413137
1979	0.7752636691
1980	0.7752518116
1981	0.7752450587
1982	0.7752400565
1983	0.7751867211
1984	0.7750387001
1985	0.7749968529
1986	0.7749287874
1987	0.7748893856
1988	0.7748791641
1989	0.7747873465
1990	0.7747500788
1991	0.7742974879
1992	0.774014785
1993	0.7739911921
1994	0.7733675111
1995	0.7730340903
1996	0.772993078
1997	0.772971564
1998	0.7729690751
1999	0.7727397172
2000	0.7727229616
2001	0.7727154659
2002	0.7726935212
2003	0.7726521609
2004	0.7726373902
2005	0.7725072949
2006	0.7722416544
2007	0.7721763013
2008	0.7719852674
2009	0.7719642934
2010	0.7715856462
2011	0.7715602704
2012	0.7714067148
2013	0.7712473604
2014	0.771217106
2015	0.7711853386
2016	0.7711601124
2017	0.771157738
2018	0.7710473332
2019	0.7710261343
2020	0.7708200078
2021	0.7708081071
2022	0.7706728593
2023	0.7705605665
2024	0.7705076788
2025	0.7702422236
2026	0.770174487
2027	0.770159652
2028	0.7700685533
2029	0.7691669896
2030	0.7690803368
2031	0.7688132767
2032	0.7687799401
2033	0.7685596733
2034	0.7685419745
2035	0.7682926179
2036	0.7682821161
2037	0.7678097595
2038	0.7676864275
2039	0.7676283192
2040	0.7676062957
2041	0.7674150669
2042	0.7674041616
2043	0.767393436
2044	0.7669335228
2045	0.7665999843
2046	0.7665251215
2047	0.7664462902
2048	0.7664356987
2049	0.7664276127
2050	0.7663364255
2051	0.766322661
2052	0.7662887878
2053	0.7661700275
2054	0.766136831
2055	0.7661214923
2056	0.7660841088
2057	0.7660068775
2058	0.7659780129
2059	0.7656338396
2060	0.7656315025
2061	0.7655897847
2062	0.7655793105
2063	0.7655421625
2064	0.7654866106
2065	0.7654453933
2066	0.7654268712
2067	0.7654155524
2068	0.7651245035
2069	0.7650670299
2070	0.7646287699
2071	0.7645587216
2072	0.7641010522
2073	0.7638094164
2074	0.7637933765
2075	0.7637904413
2076	0.7634699085
2077	0.7634517771
2078	0.7633566468
2079	0.7633184505
2080	0.7627345957
2081	0.762505222
2082	0.7624916883
2083	0.7624809138
2084	0.7624206584
2085	0.7624146851
2086	0.7624008294
2087	0.7623667619
2088	0.7623551634
2089	0.7623440992
2090	0.7623336934
2091	0.7623255594
2092	0.7621759104
2093	0.762137109
2094	0.7621264743
2095	0.7620955896
2096	0.7619341545
2097	0.7617568347
2098	0.7616735199
2099	0.7616489948
2100	0.7614128161
2101	0.7612637589
2102	0.7612574264
2103	0.7612539507
2104	0.7612366962
2105	0.7612206881
2106	0.761192051
2107	0.7611741017
2108	0.7609595919
2109	0.7607114542
2110	0.7601999935
2111	0.7601347474
2112	0.7598537754
2113	0.7597401725
2114	0.7597012152
2115	0.7594914477
2116	0.7594671221
2117	0.7594432165
2118	0.7592947137
2119	0.7590287659
2120	0.7590219174
2121	0.7588448904
2122	0.758807907
2123	0.7587717787
2124	0.7587305305
2125	0.7586485326
2126	0.7584733949
2127	0.7583976468
2128	0.7583760895
2129	0.7582916296
2130	0.7579903252
2131	0.7579612803
2132	0.7577617791
2133	0.7577410707
2134	0.7577043573
2135	0.7576799701
2136	0.7575922654
2137	0.7573263882
2138	0.7570558038
2139	0.7570040785
2140	0.7569878157
2141	0.7568396327
2142	0.7566716776
2143	0.7562364283
2144	0.7560794749
2145	0.7560508387
2146	0.7559430365
2147	0.7559312713
2148	0.7558337867
2149	0.7558050368
2150	0.7556001094
2151	0.7554843085
2152	0.7552036257
2153	0.7548051697
2154	0.7547222975
2155	0.7546667282
2156	0.7546548934
2157	0.7546173087
2158	0.7546096546
2159	0.7544467452
2160	0.7544273608
2161	0.7541726002
2162	0.7541581693
2163	0.7541336022
2164	0.7538805486
2165	0.7535405408
2166	0.7535383534
2167	0.7534392277
2168	0.7533473501
2169	0.7533308223
2170	0.7533272809
2171	0.7531110123
2172	0.753106497
2173	0.7529970102
2174	0.752969696
2175	0.7529569885
2176	0.75295488
2177	0.7529159467
2178	0.75290482
2179	0.7528958219
2180	0.7528897614
2181	0.7528858454
2182	0.7528731887
2183	0.7527066205
2184	0.7526803588
2185	0.7526495325
2186	0.7526328652
2187	0.7526301496
2188	0.7525662476
2189	0.7525090313
2190	0.7524123122
2191	0.7524018577
2192	0.7523880793
2193	0.7523227136
2194	0.752312616
2195	0.7522785589
2196	0.7522432449
2197	0.7522081391
2198	0.752183575
2199	0.752113076
2200	0.7515580754
2201	0.7515419426
2202	0.7514898578
2203	0.7513221205
2204	0.7509102171
2205	0.7508524394
2206	0.7508297527
2207	0.7507752447
2208	0.7505928365
2209	0.7505254406
2210	0.7505220726
2211	0.7505042014
2212	0.7505001297
2213	0.7504761273
2214	0.7504723713
2215	0.7503112211
2216	0.7503101493
2217	0.7502995336
2218	0.75028646
2219	0.7501738427
2220	0.750169272
2221	0.7500626306
2222	0.7500398857
2223	0.7499993009
2224	0.7498426792
2225	0.749828068
2226	0.749786078
2227	0.7496885978
2228	0.7495856796
2229	0.7494055206
2230	0.7493982989
2231	0.7492510846
2232	0.7492205904
2233	0.7491837255
2234	0.7491054152
2235	0.7490983447
2236	0.748836789
2237	0.7488342227
2238	0.7487966277
2239	0.7487101753
2240	0.7483378014
2241	0.7481693915
2242	0.7481563195
2243	0.7481346487
2244	0.7479574876
2245	0.7478121735
2246	0.7474320677
2247	0.7472117279
2248	0.7471306657
2249	0.7468183782
2250	0.7468163117
2251	0.7467906194
2252	0.7467354699
2253	0.7467335538
2254	0.7466700781
2255	0.7466578103
2256	0.7464337535
2257	0.7464139413
2258	0.7464093115
2259	0.7463587296
2260	0.7462437903
2261	0.7458280574
2262	0.745806615
2263	0.7457050951
2264	0.7455043165
2265	0.7454576929
2266	0.7453533532
2267	0.745317366
2268	0.7452731465
2269	0.7452674134
2270	0.7452646083
2271	0.7450730699
2272	0.7448768733
2273	0.7448098412
2274	0.7448070279
2275	0.7447505871
2276	0.7446145395
2277	0.7445874213
2278	0.7444394002
2279	0.744409567
2280	0.7443974922
2281	0.7443713811
2282	0.7443118911
2283	0.7443035686
2284	0.7442709895
2285	0.7440586791
2286	0.7437115241
2287	0.7436897746
2288	0.7436845363
2289	0.7436818523
2290	0.7431349969
2291	0.7429256377
2292	0.742904419
2293	0.7427735706
2294	0.7425602778
2295	0.7422157221
2296	0.7421792799
2297	0.7421267704
2298	0.7421178915
2299	0.7420346526
2300	0.7420271565
2301	0.741874884
2302	0.74182323
2303	0.7417720423
2304	0.7417512122
2305	0.7414204464
2306	0.7412972299
2307	0.7412904939
2308	0.7412068533
2309	0.7411389945
2310	0.7409218853
2311	0.7406833425
2312	0.7406754905
2313	0.7406698131
2314	0.7406662826
2315	0.7405938736
2316	0.7405853902
2317	0.7405777952
2318	0.7405292337
2319	0.7404933038
2320	0.7401682873
2321	0.7400108652
2322	0.739785763
2323	0.7396227255
2324	0.7392835551
2325	0.7392818524
2326	0.7390970585
2327	0.7389738865
2328	0.7389576184
2329	0.7387752494
2330	0.7387553611
2331	0.7385401639
2332	0.7385323748
2333	0.7385300378
2334	0.738517772
2335	0.7383749913
2336	0.7383656942
2337	0.7378769534
2338	0.7377619788
2339	0.7377246123
2340	0.7377208138
2341	0.7376889755
2342	0.7376741032
2343	0.7376520939
2344	0.7376497334
2345	0.7375218575
2346	0.7374586649
2347	0.7374474462
2348	0.7373228343
2349	0.7373183824
2350	0.7373133975
2351	0.7373011819
2352	0.7372605948
2353	0.7370330541
2354	0.737026565
2355	0.7368873902
2356	0.7367035093
2357	0.7366894593
2358	0.7366816724
2359	0.7366643042
2360	0.7363198302
2361	0.7362725031
2362	0.7362263595
2363	0.7361387784
2364	0.7361354431
2365	0.7360207629
2366	0.736015457
2367	0.7359323754
2368	0.7358546912
2369	0.7358428018
2370	0.7358388128
2371	0.7353560844
2372	0.7353417193
2373	0.7353326199
2374	0.7353063484
2375	0.7352969202
2376	0.7351256659
2377	0.7351175909
2378	0.7351150239
2379	0.7351086669
2380	0.7350749347
2381	0.7350723167
2382	0.7348909931
2383	0.7348620738
2384	0.7346736017
2385	0.7346641183
2386	0.7340941013
2387	0.7340860753
2388	0.7338767797
2389	0.7338713875
2390	0.7338386236
2391	0.7337343781
2392	0.7334494315
2393	0.7334028994
2394	0.733351684
2395	0.7333483174
2396	0.7333043422
2397	0.7332316785
2398	0.7330368645
2399	0.7330302187
2400	0.7330162594
2401	0.7330000514
2402	0.7329675065
2403	0.7325152132
2404	0.7325006935
2405	0.7324609986
2406	0.7323822373
2407	0.7323721551
2408	0.7323515516
2409	0.7323450644
2410	0.7322049851
2411	0.7321826494
2412	0.7319691466
2413	0.7319636802
2414	0.7318908269
2415	0.73184367
2416	0.7317592197
2417	0.7317346215
2418	0.7317288708
2419	0.731676437
2420	0.7316263253
2421	0.7316130044
2422	0.7316027795
2423	0.7315952812
2424	0.7315858161
2425	0.7314395301
2426	0.7314215337
2427	0.7312741924
2428	0.7308327698
2429	0.7307120041
2430	0.7301781789
2431	0.7301469755
2432	0.7301413881
2433	0.729993974
2434	0.7299536768
2435	0.7299360171
2436	0.7298094775
2437	0.7297037256
2438	0.7296274999
2439	0.7296171777
2440	0.7294228841
2441	0.7292673397
2442	0.7292551146
2443	0.729132666
2444	0.7290731102
2445	0.7290476633
2446	0.7290049646
2447	0.7289991207
2448	0.7289666513
2449	0.7289639639
2450	0.7287868799
2451	0.7287707453
2452	0.72876642
2453	0.7287385988
2454	0.7287237874
2455	0.7285265757
2456	0.7285239157
2457	0.7284853962
2458	0.7284608117
2459	0.728441406
2460	0.7284368333
2461	0.7284258746
2462	0.727917463
2463	0.7279121655
2464	0.7276663246
2465	0.727511401
2466	0.727419598
2467	0.7274096164
2468	0.7269804293
2469	0.7269785557
2470	0.7269588919
2471	0.7266690242
2472	0.7266617263
2473	0.7266562559
2474	0.7265402606
2475	0.726351861
2476	0.726185506
2477	0.7259286761
2478	0.7259258902
2479	0.7259202553
2480	0.7259106663
2481	0.7258636379
2482	0.7258339778
2483	0.7258145251
2484	0.7257850387
2485	0.7257677157
2486	0.7257334936
2487	0.7257263678
2488	0.7257227971
2489	0.7256976071
2490	0.7255752423
2491	0.7255636545
2492	0.7255384125
2493	0.7255090427
2494	0.7253162349
2495	0.7251154505
2496	0.725087618
2497	0.7250145758
2498	0.7250027431
2499	0.7247230815
2500	0.7246816752
2501	0.7246755627
2502	0.7246549622
2503	0.7246411153
2504	0.7245674601
2505	0.7243545478
2506	0.7242794842
2507	0.7242783411
2508	0.7237641292
2509	0.7237540575
2510	0.7237391174
2511	0.7236816917
2512	0.7235568785
2513	0.7234726862
2514	0.7234683439
2515	0.7234595747
2516	0.7232835533
2517	0.7232696243
2518	0.723244532
2519	0.7231350543
2520	0.7230605913
2521	0.7230523784
2522	0.7230471717
2523	0.722960752
2524	0.7227497772
2525	0.7227061582
2526	0.7224241489
2527	0.7224161634
2528	0.7223966149
2529	0.7223319473
2530	0.7223231571
2531	0.7223210605
2532	0.7221861527
2533	0.7221250269
2534	0.7220561065
2535	0.7220494234
2536	0.7220203032
2537	0.7218690635
2538	0.7217770895
2539	0.7214626347
2540	0.7214571725
2541	0.7214396402
2542	0.7214375955
2543	0.7214092651
2544	0.7214069126
2545	0.7214001337
2546	0.7210597709
2547	0.7208444472
2548	0.7208312268
2549	0.7208280352
2550	0.7208175312
2551	0.7207762481
2552	0.7207486474
2553	0.7206569066
2554	0.7206423172
2555	0.7206391173
2556	0.7206221709
2557	0.7205535743
2558	0.7204544765
2559	0.7204382184
2560	0.7204316523
2561	0.7204299836
2562	0.720419163
2563	0.7204141107
2564	0.7203738738
2565	0.7202071773
2566	0.7201566689
2567	0.7199716068
2568	0.7199690776
2569	0.7198962576
2570	0.7195861764
2571	0.7195655117
2572	0.7195193318
2573	0.7195157326
2574	0.7194379314
2575	0.7193926111
2576	0.7193114357
2577	0.7193067999
2578	0.7192351899
2579	0.719230215
2580	0.7191864074
2581	0.7190961595
2582	0.7190699044
2583	0.7189702275
2584	0.718964511
2585	0.7188671985
2586	0.7188548989
2587	0.7188525019
2588	0.7188341019
2589	0.7188210072
2590	0.7186841632
2591	0.7186330186
2592	0.7185152385
2593	0.718512969
2594	0.7182706344
2595	0.7182626304
2596	0.7182594068
2597	0.7182423768
2598	0.71818921
2599	0.7181280163
2600	0.7179798679
2601	0.717800653
2602	0.7177741281
2603	0.7177325988
2604	0.7176445302
2605	0.7174341383
2606	0.7172911185
2607	0.7172762769
2608	0.7172727702
2609	0.7171349032
2610	0.7171337567
2611	0.7171334029
2612	0.7171211555
2613	0.7169718519
2614	0.7169661034
2615	0.7168715985
2616	0.7168604565
2617	0.7168526122
2618	0.716830705
2619	0.7166911889
2620	0.7166719165
2621	0.7166415383
2622	0.7166064621
2623	0.7165813754
2624	0.7165724509
2625	0.7164816879
2626	0.7163889968
2627	0.7163878079
2628	0.716367941
2629	0.7163593831
2630	0.7163546819
2631	0.7163273519
2632	0.7163200102
2633	0.7160878695
2634	0.7160144804
2635	0.7160091183
2636	0.7158080692
2637	0.7158058813
2638	0.7157917957
2639	0.7156097963
2640	0.7155707226
2641	0.7155544282
2642	0.7154378001
2643	0.7154278287
2644	0.7154108786
2645	0.7154040637
2646	0.7153832463
2647	0.7153580599
2648	0.7152984274
2649	0.715242274
2650	0.715222617
2651	0.7152065429
2652	0.7151253298
2653	0.7150863644
2654	0.7148227245
2655	0.7144708765
2656	0.7141171316
2657	0.7140898704
2658	0.7140644879
2659	0.7140128762
2660	0.7139890332
2661	0.7136159222
2662	0.7136140866
2663	0.7136060303
2664	0.7135986817
2665	0.7135768342
2666	0.713436914
2667	0.7134099745
2668	0.7134017034
2669	0.7133518649
2670	0.7133167033
2671	0.7132944406
2672	0.7132785357
2673	0.7132643488
2674	0.7130817774
2675	0.7129641426
2676	0.7129476388
2677	0.712934717
2678	0.7127539378
2679	0.7126884246
2680	0.7126843967
2681	0.7126660271
2682	0.7126175346
2683	0.7125336275
2684	0.7125128422
2685	0.7122998398
2686	0.712299239
2687	0.7122915328
2688	0.712228599
2689	0.7122281929
2690	0.7122239775
2691	0.7122150625
2692	0.7121514937
2693	0.7121332436
2694	0.7121294637
2695	0.7121283382
2696	0.7121152006
2697	0.7120922055
2698	0.7119083239
2699	0.7118839817
2700	0.7118790859
2701	0.7118702955
2702	0.7118658824
2703	0.711799372
2704	0.7117745389
2705	0.7117589346
2706	0.7117405746
2707	0.7117346259
2708	0.7117060156
2709	0.7117004466
2710	0.711363161
2711	0.7111209582
2712	0.7111106722
2713	0.7110757563
2714	0.7110410308
2715	0.7109258535
2716	0.7102591902
2717	0.71022711
2718	0.7101943352
2719	0.7101451732
2720	0.7101354941
2721	0.7100963718
2722	0.7100846183
2723	0.7100641723
2724	0.7100300651
2725	0.7099039323
2726	0.7098826789
2727	0.7098811388
2728	0.709875988
2729	0.7098715255
2730	0.7096216546
2731	0.7096065798
2732	0.7095606844
2733	0.7095589081
2734	0.7093850934
2735	0.7093080588
2736	0.7092436356
2737	0.7092084938
2738	0.7092052463
2739	0.7091881064
2740	0.7091577722
2741	0.7090971118
2742	0.7089759154
2743	0.7089506447
2744	0.7086921916
2745	0.7086810919
2746	0.7086717663
2747	0.7085791988
2748	0.7085480476
2749	0.7084534241
