iter	RMSE
148	1.903479748
149	1.898343656
150	1.894785191
151	1.889196334
152	1.884355895
153	1.878352216
154	1.871239276
155	1.86791227
156	1.864663376
157	1.86296869
158	1.858839932
159	1.85509174
160	1.852452736
161	1.848201894
162	1.843145446
163	1.838868537
164	1.831921227
165	1.827284533
166	1.82566823
167	1.821566389
168	1.816616676
169	1.813610095
170	1.809499891
171	1.806988304
172	1.801698153
173	1.798844797
174	1.795606339
175	1.79333087
176	1.790561941
177	1.787598012
178	1.785035726
179	1.781715772
180	1.77937422
181	1.776048989
182	1.773781848
183	1.771544709
184	1.769470289
185	1.765394698
186	1.761492959
187	1.759496265
188	1.758524774
189	1.753290908
190	1.748082261
191	1.746420585
192	1.744991512
193	1.740405648
194	1.73411089
195	1.730772162
196	1.727966167
197	1.72607248
198	1.723775981
199	1.719173056
200	1.716701118
201	1.7117887
202	1.70817268
203	1.706005584
204	1.704109466
205	1.702372983
206	1.699925822
207	1.698300875
208	1.695934444
209	1.693015442
210	1.690251082
211	1.686538807
212	1.679684976
213	1.677701011
214	1.674515024
215	1.672487828
216	1.671139166
217	1.669428731
218	1.666312554
219	1.664207952
220	1.661665177
221	1.659342602
222	1.65613654
223	1.655181695
224	1.653133219
225	1.65001425
226	1.64832494
227	1.647133014
228	1.640634925
229	1.638269977
230	1.634619497
231	1.632245323
232	1.628481449
233	1.625328258
234	1.623612532
235	1.621209485
236	1.615360354
237	1.613401886
238	1.610772595
239	1.608656561
240	1.607491606
241	1.604688088
242	1.603561948
243	1.600246548
244	1.596383236
245	1.594591906
246	1.591539573
247	1.587526333
248	1.585594031
249	1.583713511
250	1.581099758
251	1.578676589
252	1.576896422
253	1.574633974
254	1.57241103
255	1.569380253
256	1.567591135
257	1.565002735
258	1.56301879
259	1.561366447
260	1.559994924
261	1.556268862
262	1.554304804
263	1.550616269
264	1.548778533
265	1.546058609
266	1.544266798
267	1.54246224
268	1.541322549
269	1.539313259
270	1.537006689
271	1.534062727
272	1.531468134
273	1.527741023
274	1.525057954
275	1.5239251
276	1.522838446
277	1.521457471
278	1.519950585
279	1.518413687
280	1.51752282
281	1.516639795
282	1.515151118
283	1.513222287
284	1.512123546
285	1.510541811
286	1.508976845
287	1.506391075
288	1.504041401
289	1.5015267
290	1.500626039
291	1.498819493
292	1.496987884
293	1.495559744
294	1.493178357
295	1.491234952
296	1.488619874
297	1.487589906
298	1.485706064
299	1.482874075
300	1.481635996
301	1.478625186
302	1.476835519
303	1.47528371
304	1.47424949
305	1.472173797
306	1.470225679
307	1.469154666
308	1.466637479
309	1.463783776
310	1.461853368
311	1.460232693
312	1.458271016
313	1.456554876
314	1.454984912
315	1.453289614
316	1.452355841
317	1.450924717
318	1.449817707
319	1.448683409
320	1.447206371
321	1.446375673
322	1.445543649
323	1.444906202
324	1.442983891
325	1.442436362
326	1.441689254
327	1.440486227
328	1.437638757
329	1.435589149
330	1.433732786
331	1.432388677
332	1.431247824
333	1.428308198
334	1.426724933
335	1.425909355
336	1.423885654
337	1.422342158
338	1.421596877
339	1.420316328
340	1.419229393
341	1.416114708
342	1.415600593
343	1.413839944
344	1.412643485
345	1.411131386
346	1.409200383
347	1.406593799
348	1.404968856
349	1.403178837
350	1.401272282
351	1.400277395
352	1.399277046
353	1.398402316
354	1.397596028
355	1.396419081
356	1.394730234
357	1.393960837
358	1.392527916
359	1.391801941
360	1.389936299
361	1.389018373
362	1.386170772
363	1.385476274
364	1.384677409
365	1.384174815
366	1.382532848
367	1.381516468
368	1.379467732
369	1.377397327
370	1.376551728
371	1.375822024
372	1.375152539
373	1.373426203
374	1.372678345
375	1.370953838
376	1.368846151
377	1.367862236
378	1.365929891
379	1.364911673
380	1.363136254
381	1.362338164
382	1.361030308
383	1.359956051
384	1.357208092
385	1.356691003
386	1.355768403
387	1.354894425
388	1.353917268
389	1.352894407
390	1.350641289
391	1.34933266
392	1.348639868
393	1.34706076
394	1.345615486
395	1.344233292
396	1.34313533
397	1.341165305
398	1.340278215
399	1.338023426
400	1.334802375
401	1.333135292
402	1.332077645
403	1.330903205
404	1.32977368
405	1.328469594
406	1.327569709
407	1.32649671
408	1.325232488
409	1.324063947
410	1.321933983
411	1.320321417
412	1.319824119
413	1.31880446
414	1.317947256
415	1.317501062
416	1.31635213
417	1.315159181
418	1.314296842
419	1.313179692
420	1.311427787
421	1.310107063
422	1.309085672
423	1.308430144
424	1.307283936
425	1.30593378
426	1.304801563
427	1.302847124
428	1.300767945
429	1.299978391
430	1.29691367
431	1.295116672
432	1.292937135
433	1.292396233
434	1.290911735
435	1.289714417
436	1.289049058
437	1.288461782
438	1.287629481
439	1.286052729
440	1.28484968
441	1.282828367
442	1.281823154
443	1.280770742
444	1.280437306
445	1.279325322
446	1.278359949
447	1.277414251
448	1.276389288
449	1.275720981
450	1.274686985
451	1.273989007
452	1.272578085
453	1.270418963
454	1.269571781
455	1.268431796
456	1.267439278
457	1.266097361
458	1.265039743
459	1.264316881
460	1.262916136
461	1.262114457
462	1.261371101
463	1.259910537
464	1.25916926
465	1.258571091
466	1.257623213
467	1.256038635
468	1.255318179
469	1.254751868
470	1.254512076
471	1.254011561
472	1.252660705
473	1.251670085
474	1.250991693
475	1.250266219
476	1.249251773
477	1.247861553
478	1.246244307
479	1.244256193
480	1.243717923
481	1.242755543
482	1.241409614
483	1.239787408
484	1.239221478
485	1.238086921
486	1.237514352
487	1.237043788
488	1.236811184
489	1.236273156
490	1.235331146
491	1.234612475
492	1.234263646
493	1.233674204
494	1.231912957
495	1.231537659
496	1.230838781
497	1.230378628
498	1.229140335
499	1.228273759
500	1.227017063
501	1.22675157
502	1.22648551
503	1.226222803
504	1.225204221
505	1.224422757
506	1.224027047
507	1.223389049
508	1.223121697
509	1.222156541
510	1.221121777
511	1.220271074
512	1.218914072
513	1.217842689
514	1.217130892
515	1.216375552
516	1.215793413
517	1.215387779
518	1.214680967
519	1.213867524
520	1.213432629
521	1.213054804
522	1.212530469
523	1.211731319
524	1.210875514
525	1.21056025
526	1.209745375
527	1.208767202
528	1.207934887
529	1.207483493
530	1.206359106
531	1.205906519
532	1.205607557
533	1.205258224
534	1.204143786
535	1.203450339
536	1.202416175
537	1.201722473
538	1.201045006
539	1.199459199
540	1.199122505
541	1.198657622
542	1.198001619
543	1.197353885
544	1.196940745
545	1.195450122
546	1.194114866
547	1.193768112
548	1.192695143
549	1.192222295
550	1.190803871
551	1.189558164
552	1.18866117
553	1.187605601
554	1.187340514
555	1.186610162
556	1.186196704
557	1.185374125
558	1.184818989
559	1.184075756
560	1.183848427
561	1.183207433
562	1.182277738
563	1.182078748
564	1.180297071
565	1.178861423
566	1.178114299
567	1.17718596
568	1.176618797
569	1.176083427
570	1.175591197
571	1.175155704
572	1.174802288
573	1.174145885
574	1.173612191
575	1.172956164
576	1.1724252
577	1.171647411
578	1.170989043
579	1.170545553
580	1.169551559
581	1.168955564
582	1.168399529
583	1.167869053
584	1.166878934
585	1.166444318
586	1.165515301
587	1.165136394
588	1.164074478
589	1.16353446
590	1.162973707
591	1.161781519
592	1.161191423
593	1.160157437
594	1.159893664
595	1.159213427
596	1.158820257
597	1.158058005
598	1.157552603
599	1.156423314
600	1.156214439
601	1.155396473
602	1.154701423
603	1.153332877
604	1.151686359
605	1.151074758
606	1.150452399
607	1.149419296
608	1.148823778
609	1.148347613
610	1.147914568
611	1.147239356
612	1.146431409
613	1.145780133
614	1.144859971
615	1.142875227
616	1.142136229
617	1.141089564
618	1.140634066
619	1.140074377
620	1.139373727
621	1.138498364
622	1.137799211
623	1.137340974
624	1.136626661
625	1.136172933
626	1.135535282
627	1.134318388
628	1.133476016
629	1.132833628
630	1.131734265
631	1.130960106
632	1.130000126
633	1.129154806
634	1.128426881
635	1.12732008
636	1.12709346
637	1.125866858
638	1.125258542
639	1.125101523
640	1.124108059
641	1.123816289
642	1.122498663
643	1.122228156
644	1.120688141
645	1.120397721
646	1.119821999
647	1.119178618
648	1.119088113
649	1.118721938
650	1.117834584
651	1.117612477
652	1.116890148
653	1.116218986
654	1.115765997
655	1.115459906
656	1.115168179
657	1.114764364
658	1.114212026
659	1.113647582
660	1.11341014
661	1.112962105
662	1.112158317
663	1.11191769
664	1.111573462
665	1.110568741
666	1.110011913
667	1.109566515
668	1.109402588
669	1.109200302
670	1.1083139
671	1.107640561
672	1.106394936
673	1.105584465
674	1.105311384
675	1.104772546
676	1.104543635
677	1.104229381
678	1.103794806
679	1.102899676
680	1.102507205
681	1.101852737
682	1.101488831
683	1.100853292
684	1.100483866
685	1.100066867
686	1.099428711
687	1.098688373
688	1.098409919
689	1.098024098
690	1.096812822
691	1.096477537
692	1.095425317
693	1.094012674
694	1.093281275
695	1.092893371
696	1.092599493
697	1.092356145
698	1.091180739
699	1.090419926
700	1.090112927
701	1.089407697
702	1.088891337
703	1.088049163
704	1.087607567
705	1.086819604
706	1.086581762
707	1.086380976
708	1.085717184
709	1.084774353
710	1.083398883
711	1.082596541
712	1.082127767
713	1.081803419
714	1.081088812
715	1.079724893
716	1.079244701
717	1.078671809
718	1.078515948
719	1.07809604
720	1.077847894
721	1.077235359
722	1.076986783
723	1.076791082
724	1.076167853
725	1.075679686
726	1.073698233
727	1.073406087
728	1.072936293
729	1.072274345
730	1.071701596
731	1.070336443
732	1.068967945
733	1.068811016
734	1.068716155
735	1.067834065
736	1.067080877
737	1.06687413
738	1.06646976
739	1.065772896
740	1.065602566
741	1.065191177
742	1.064792215
743	1.064597559
744	1.063529588
745	1.063324332
746	1.062733495
747	1.062530675
748	1.062205418
749	1.061218089
750	1.059985064
751	1.059914171
752	1.059402984
753	1.058900124
754	1.058791949
755	1.057884379
756	1.057198167
757	1.056922799
758	1.056613457
759	1.055901956
760	1.055102248
761	1.054760846
762	1.053927423
763	1.05370008
764	1.053220954
765	1.052865092
766	1.052675007
767	1.052203997
768	1.052089331
769	1.05178934
770	1.051457787
771	1.051179776
772	1.050467278
773	1.050321696
774	1.049762493
775	1.049266863
776	1.048520986
777	1.048350192
778	1.04717314
779	1.046347165
780	1.045667814
781	1.045057724
782	1.044619913
783	1.044436324
784	1.043140608
785	1.042464963
786	1.040970131
787	1.04060144
788	1.040248941
789	1.040020264
790	1.039375091
791	1.038671914
792	1.038314275
793	1.038052107
794	1.037357719
795	1.036846576
796	1.036573717
797	1.036171647
798	1.035229487
799	1.035012312
800	1.034407278
801	1.034256586
802	1.033860196
803	1.033272106
804	1.032855691
805	1.032473613
806	1.032227318
807	1.032102302
808	1.031923706
809	1.031446366
810	1.031119318
811	1.030668538
812	1.029778885
813	1.029651304
814	1.028476148
815	1.027871518
816	1.027601665
817	1.027343036
818	1.026502685
819	1.026169181
820	1.02531275
821	1.025102757
822	1.024950592
823	1.02411945
824	1.023464785
825	1.023291039
826	1.023183962
827	1.023001739
828	1.022743389
829	1.022556533
830	1.022420381
831	1.022215208
832	1.021526579
833	1.021454719
834	1.020661389
835	1.02057785
836	1.019988658
837	1.019793949
838	1.019680127
839	1.019252304
840	1.019093357
841	1.018987299
842	1.018561741
843	1.018212459
844	1.018090523
845	1.01773865
846	1.017627102
847	1.017279269
848	1.016871676
849	1.016734017
850	1.016410151
851	1.01598551
852	1.015483973
853	1.015392699
854	1.015290941
855	1.013997705
856	1.013488365
857	1.013016759
858	1.01280546
859	1.012429848
860	1.01231421
861	1.01198056
862	1.011672085
863	1.011386814
864	1.010713812
865	1.010376644
866	1.010137053
867	1.009556408
868	1.009182546
869	1.008745099
870	1.00790928
871	1.007698556
872	1.007379523
873	1.006612849
874	1.005973699
875	1.00568521
876	1.005392596
877	1.004849939
878	1.004517074
879	1.004290176
880	1.003638485
881	1.003560392
882	1.003149195
883	1.002605627
884	1.002180977
885	1.001232371
886	1.000946084
887	1.000865599
888	1.000228201
889	0.9998490953
890	0.9996288687
891	0.9991764574
892	0.9986632314
893	0.9981011521
894	0.9979209426
895	0.9977356912
896	0.9974874968
897	0.9966803446
898	0.9960094354
899	0.9954990631
900	0.9952273913
901	0.9948019505
902	0.9944665633
903	0.9931924722
904	0.9931134168
905	0.9930137084
906	0.9921673251
907	0.9920347056
908	0.9916434342
909	0.9911705997
910	0.9905215339
911	0.9902522946
912	0.9899976933
913	0.9898856097
914	0.9892675105
915	0.9887369318
916	0.9886336404
917	0.987969264
918	0.9872908055
919	0.9871783415
920	0.986734458
921	0.9865018497
922	0.9859911499
923	0.9858131486
924	0.9856027407
925	0.985513426
926	0.9846568889
927	0.984360122
928	0.9840230068
929	0.9833547286
930	0.983241503
931	0.9826086139
932	0.982270964
933	0.9821523545
934	0.9816976896
935	0.980888079
936	0.9806350083
937	0.979532755
938	0.9790650482
939	0.9786466534
940	0.9781866633
941	0.9781376322
942	0.977819662
943	0.9770478977
944	0.9764434151
945	0.9763524687
946	0.9761118532
947	0.9758779062
948	0.9755866083
949	0.9753382902
950	0.9749974091
951	0.9747010262
952	0.9741686464
953	0.9740898598
954	0.9738328201
955	0.9733018148
956	0.9730880201
957	0.9727204547
958	0.9723018083
959	0.9720835875
960	0.9718939398
961	0.9711003032
962	0.9705190832
963	0.9701495874
964	0.9697123239
965	0.9690261987
966	0.9687661159
967	0.9683900321
968	0.9679847434
969	0.9677644154
970	0.9673887493
971	0.9669563784
972	0.9666538231
973	0.9660222222
974	0.9655443559
975	0.9651031338
976	0.9648116006
977	0.9646684466
978	0.9642474075
979	0.9640821158
980	0.9639100581
981	0.9631348317
982	0.9629339899
983	0.9621907501
984	0.9620952489
985	0.9616832395
986	0.9615161938
987	0.9614551719
988	0.9611550025
989	0.9609304639
990	0.960877352
991	0.9599167571
992	0.9593491028
993	0.9591746049
994	0.9591496191
995	0.959104223
996	0.9590481427
997	0.9589099701
998	0.9587373187
999	0.9581376441
1000	0.9574023332
1001	0.9570103578
1002	0.9566559924
1003	0.9565799972
1004	0.9561455853
1005	0.9558751233
1006	0.9558436241
1007	0.9556106017
1008	0.9553275621
1009	0.9552440007
1010	0.9550499063
1011	0.9545447647
1012	0.954252981
1013	0.9541361191
1014	0.9532389995
1015	0.9527393711
1016	0.9525915261
1017	0.9520517965
1018	0.9519112833
1019	0.951381019
1020	0.95097693
1021	0.950661197
1022	0.9500201296
1023	0.9499130428
1024	0.9494870985
1025	0.9489921781
1026	0.9489057627
1027	0.9484382477
1028	0.9474331809
1029	0.9471425558
1030	0.9466291754
1031	0.9462573143
1032	0.9460868141
1033	0.94566381
1034	0.9456327969
1035	0.9455431236
1036	0.9454688518
1037	0.9451147278
1038	0.9449290415
1039	0.9447846077
1040	0.9444496423
1041	0.9435264057
1042	0.9433923451
1043	0.9433355798
1044	0.9433025268
1045	0.9432449806
1046	0.943094775
1047	0.9428596338
1048	0.9428334179
1049	0.942220572
1050	0.9419517086
1051	0.9415549475
1052	0.9412261724
1053	0.9409698641
1054	0.9408912157
1055	0.9403613596
1056	0.9401150107
1057	0.9399314417
1058	0.9399136232
1059	0.9398633588
1060	0.9396152825
1061	0.9394962134
1062	0.9385176548
1063	0.9383153303
1064	0.9382333187
1065	0.9375490438
1066	0.9374763319
1067	0.9368782443
1068	0.936289666
1069	0.9350388631
1070	0.9346662538
1071	0.9342455494
1072	0.9338097797
1073	0.933496322
1074	0.9334545722
1075	0.9334295953
1076	0.9333309909
1077	0.9328067526
1078	0.9323711761
1079	0.9321301927
1080	0.9318985817
1081	0.9312832988
1082	0.9310888273
1083	0.9307984672
1084	0.9306322242
1085	0.9304796305
1086	0.9301356589
1087	0.9297504779
1088	0.9297196143
1089	0.9293504543
1090	0.9290627292
1091	0.9288911833
1092	0.9286558186
1093	0.9284412365
1094	0.927472052
1095	0.9272098117
1096	0.9271233635
1097	0.9263264858
1098	0.9262527125
1099	0.9258777065
1100	0.9255118228
1101	0.925156586
1102	0.9248365594
1103	0.9241687258
1104	0.9227560936
1105	0.9225281745
1106	0.9225231539
1107	0.9221862158
1108	0.9221438866
1109	0.9219437042
1110	0.9217484522
1111	0.9211877321
1112	0.920850453
1113	0.920675758
1114	0.920365885
1115	0.9198762804
1116	0.9196994603
1117	0.9194780501
1118	0.9191265053
1119	0.9190488684
1120	0.9185456837
1121	0.9185317378
1122	0.9185125554
1123	0.9184404426
1124	0.9184149255
1125	0.9183551255
1126	0.9182541303
1127	0.9179093596
1128	0.9176636144
1129	0.9174194865
1130	0.9164260221
1131	0.9154514226
1132	0.914763438
1133	0.9145868652
1134	0.9145274483
1135	0.9137510729
1136	0.9137007605
1137	0.9133734468
1138	0.9128995092
1139	0.9126803336
1140	0.9124066009
1141	0.9121859547
1142	0.9119870155
1143	0.9116534664
1144	0.9113567154
1145	0.9112746736
1146	0.9108843339
1147	0.9108668238
1148	0.910714274
1149	0.9105560774
1150	0.9103828013
1151	0.9099314252
1152	0.9096514576
1153	0.9095936141
1154	0.9093822118
1155	0.9088066591
1156	0.9082086712
1157	0.907559292
1158	0.9070313915
1159	0.9061889906
1160	0.9058151993
1161	0.9057435208
1162	0.9054164576
1163	0.9048580587
1164	0.9048177739
1165	0.9046593337
1166	0.904324021
1167	0.9042123982
1168	0.903978331
1169	0.90389442
1170	0.9037269814
1171	0.9034275347
1172	0.9031945473
1173	0.902663632
1174	0.9025838497
1175	0.9023612817
1176	0.9022865019
1177	0.9021010418
1178	0.9017923474
1179	0.9016432655
1180	0.9016075592
1181	0.9010132361
1182	0.9008803254
1183	0.9008643819
1184	0.8997996134
1185	0.8996719836
1186	0.8995674435
1187	0.8993819355
1188	0.899065997
1189	0.899027643
1190	0.8987786745
1191	0.8985555516
1192	0.8984952324
1193	0.8981314267
1194	0.8979979042
1195	0.8976963086
1196	0.8972693159
1197	0.8971581165
1198	0.8970348995
1199	0.8968576631
1200	0.8960265423
1201	0.8959783853
1202	0.895879478
1203	0.8958400689
1204	0.895681464
1205	0.8956590523
1206	0.8950043605
1207	0.8945474312
1208	0.8944095348
1209	0.8940048613
1210	0.8934107233
1211	0.8928698763
1212	0.8923585778
1213	0.8922673607
1214	0.8921925065
1215	0.8919774457
1216	0.8914483207
1217	0.890987156
1218	0.8909570525
1219	0.890916766
1220	0.8906145193
1221	0.8905367892
1222	0.8902104798
1223	0.8901365496
1224	0.8897897022
1225	0.8896246383
1226	0.8894087664
1227	0.8891806267
1228	0.889154367
1229	0.8890426828
1230	0.889015915
1231	0.888928432
1232	0.8884336399
1233	0.8883906074
1234	0.8880017372
1235	0.8878411971
1236	0.8875529178
1237	0.8874109788
1238	0.8868626988
1239	0.8868046485
1240	0.886739857
1241	0.886668469
1242	0.8864387592
1243	0.8862141889
1244	0.8861098391
1245	0.886027957
1246	0.8854320476
1247	0.8850610353
1248	0.8848828753
1249	0.884822644
1250	0.8846885102
1251	0.8842878612
1252	0.8842285788
1253	0.8839095191
1254	0.8838898109
1255	0.8838390898
1256	0.8834657316
1257	0.883328504
1258	0.8832689328
1259	0.883089263
1260	0.8829277378
1261	0.8824570678
1262	0.8823235984
1263	0.8822708385
1264	0.881858425
1265	0.8816259833
1266	0.88156836
1267	0.8813017932
1268	0.8812488609
1269	0.8812007042
1270	0.8811742721
1271	0.8811326113
1272	0.8809994463
1273	0.8808445837
1274	0.8807604876
1275	0.8807099001
1276	0.8802566736
1277	0.8793934502
1278	0.878998687
1279	0.8787921729
1280	0.8786716336
1281	0.8785162032
1282	0.8781047404
1283	0.878036851
1284	0.8779161032
1285	0.8777528127
1286	0.8774681351
1287	0.8767551855
1288	0.8764432609
1289	0.8764102393
1290	0.8760694594
1291	0.8754970004
1292	0.8753243331
1293	0.875185176
1294	0.8749926147
1295	0.8749099897
1296	0.8747913835
1297	0.8744722446
1298	0.8742679452
1299	0.8742205918
1300	0.873742199
1301	0.8736899697
1302	0.8736428713
1303	0.8734321658
1304	0.8734097554
1305	0.8733249601
1306	0.8732502174
1307	0.8730454607
1308	0.8725452998
1309	0.872310056
1310	0.8722201935
1311	0.8718726968
1312	0.8716573345
1313	0.8715925894
1314	0.8715696844
1315	0.8711921946
1316	0.8711405139
1317	0.8711005245
1318	0.8708392285
1319	0.8705522225
1320	0.8704974188
1321	0.8701557467
1322	0.8700366633
1323	0.8698301685
1324	0.8696638715
1325	0.869438776
1326	0.8694171164
1327	0.8692946355
1328	0.8691002612
1329	0.8690821644
1330	0.8689095634
1331	0.8685581889
1332	0.8680750513
1333	0.8677342837
1334	0.8677179326
1335	0.8675893561
1336	0.8674742828
1337	0.8673149766
1338	0.8672739899
1339	0.8670987026
1340	0.8669943706
1341	0.8662488352
1342	0.8661201936
1343	0.8660309619
1344	0.8657474956
1345	0.8656467374
1346	0.8655582304
1347	0.8654432233
1348	0.8653433269
1349	0.8650228356
1350	0.8649788042
1351	0.8648535934
1352	0.8644532178
1353	0.8639924193
1354	0.8632858183
1355	0.8632553213
1356	0.8629391754
1357	0.8628236925
1358	0.8623841639
1359	0.8618672843
1360	0.8618298272
1361	0.8618174493
1362	0.8615830919
1363	0.8615538928
1364	0.8614941148
1365	0.8612764973
1366	0.8608044532
1367	0.8607543906
1368	0.8607000943
1369	0.8606538696
1370	0.8606427142
1371	0.8602772548
1372	0.8600315794
1373	0.859983913
1374	0.8599595177
1375	0.859918736
1376	0.8595983075
1377	0.859508395
1378	0.8594564145
1379	0.8593140273
1380	0.858913299
1381	0.8586814588
1382	0.8586527363
1383	0.8585925314
1384	0.8585705352
1385	0.8584975573
1386	0.8584274021
1387	0.8583937435
1388	0.8578314453
1389	0.8578136862
1390	0.8575223423
1391	0.8572596632
1392	0.8571030709
1393	0.856790275
1394	0.8566557248
1395	0.8563893584
1396	0.8563625689
1397	0.8560325083
1398	0.8560006237
1399	0.8559798961
1400	0.8552453017
1401	0.8549828487
1402	0.8549562255
1403	0.8548963611
1404	0.8547521794
1405	0.8545581379
1406	0.8543679563
1407	0.8543055317
1408	0.8540487556
1409	0.8539874089
1410	0.8535632501
1411	0.8534254466
1412	0.8534101124
1413	0.8531315711
1414	0.8530588169
1415	0.8528812675
1416	0.8525436767
1417	0.8525337094
1418	0.8524552308
1419	0.8519970508
1420	0.8513543277
1421	0.8512376711
1422	0.8510862049
1423	0.850892498
1424	0.8507395302
1425	0.8505652951
1426	0.8503217124
1427	0.8502246389
1428	0.8495875589
1429	0.8492468195
1430	0.8492203741
1431	0.8490751511
1432	0.8488284747
1433	0.8486984948
1434	0.8483118793
1435	0.8480702375
1436	0.8480622841
1437	0.8480073695
1438	0.8479615796
1439	0.8479526953
1440	0.8476563215
1441	0.8475533579
1442	0.8474926508
1443	0.8473703876
1444	0.8472876657
1445	0.8471895025
1446	0.8469679147
1447	0.8469156187
1448	0.8466090436
1449	0.84630215
1450	0.8462907578
1451	0.8461703011
1452	0.8461338218
1453	0.8457839698
1454	0.8457410946
1455	0.8456075853
1456	0.8452024744
1457	0.8449871513
1458	0.8449265098
1459	0.8448960386
1460	0.8447989993
1461	0.8446909728
1462	0.8445292252
1463	0.8442949013
1464	0.8442600856
1465	0.8438928459
1466	0.8438235247
1467	0.8434771059
1468	0.8434501466
1469	0.8431714836
1470	0.8430639479
1471	0.8429097778
1472	0.8425142616
1473	0.8421360883
1474	0.8418955304
1475	0.8418759425
1476	0.8416732308
1477	0.8411609527
1478	0.8411229489
1479	0.8409882458
1480	0.8409809679
1481	0.8409399316
1482	0.8406582432
1483	0.8406484428
1484	0.8405470846
1485	0.8403435083
1486	0.8402518793
1487	0.8401829437
1488	0.8399975894
1489	0.8398791254
1490	0.8398021793
1491	0.8395543109
1492	0.8395022665
1493	0.8394638902
1494	0.8394456089
1495	0.8394158101
1496	0.8390452991
1497	0.8389686855
1498	0.8389539043
1499	0.8389468886
1500	0.8385926445
1501	0.8381089748
1502	0.8380318068
1503	0.8379463291
1504	0.8379221737
1505	0.8377816867
1506	0.8377335841
1507	0.8375966846
1508	0.8374780653
1509	0.8374191006
1510	0.8369806962
1511	0.8368237315
1512	0.8366387444
1513	0.8364234692
1514	0.8364123843
1515	0.8363103635
1516	0.8362797717
1517	0.8361371969
1518	0.8359811055
1519	0.8357718682
1520	0.8357664819
1521	0.8355041195
1522	0.8353749807
1523	0.8353447091
1524	0.8353151587
1525	0.835300665
1526	0.8352665741
1527	0.8350585109
1528	0.8349963807
1529	0.8347421951
1530	0.8347196607
1531	0.8345707602
1532	0.8344223427
1533	0.8343706296
1534	0.8343449814
1535	0.8343118712
1536	0.8339753077
1537	0.8339406203
1538	0.8339020715
1539	0.8336912943
1540	0.8333548099
1541	0.8329837564
1542	0.8326625593
1543	0.8326520231
1544	0.8326406748
1545	0.8325290335
1546	0.8323220363
1547	0.8320739028
1548	0.8320543862
1549	0.8315887528
1550	0.8315519985
1551	0.8312110552
1552	0.8309979536
1553	0.8309690522
1554	0.8308858161
1555	0.8306856704
1556	0.8306788941
1557	0.8302294092
1558	0.8296483114
1559	0.8291324996
1560	0.8291109606
1561	0.8289695973
1562	0.8288820217
1563	0.8288303508
1564	0.8284899327
1565	0.8282365744
1566	0.828170408
1567	0.8280817259
1568	0.8278778368
1569	0.8278323565
1570	0.8273141117
1571	0.8271349157
1572	0.8270221873
1573	0.8269953391
1574	0.8267395614
1575	0.8266696972
1576	0.8266477691
1577	0.8263544902
1578	0.8263171192
1579	0.8262837579
1580	0.8262607582
1581	0.82624208
1582	0.8262329638
1583	0.8259286076
1584	0.8259052458
1585	0.8258851251
1586	0.8254833973
1587	0.8253789529
1588	0.8253526138
1589	0.8252659076
1590	0.8252178133
1591	0.825192553
1592	0.8248891847
